Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T057_001,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T058_010,SE_T059_001,SE_T061_001,SE_T062_001,SE_T063_001,SE_T064_001,SE_T065_001,SE_T065_002,SE_T065_003,SE_T065_004,SE_T065_005,SE_T065_006,SE_T065_007,SE_T066_001,SE_T066_002,SE_T066_003,SE_T066_004,SE_T066_005,SE_T066_006,SE_T066_007,SE_T066_008,SE_T066_009,SE_T066_010,SE_T066_011,SE_T066_012,SE_T066_013,SE_T066_014,SE_T066_015,SE_T066_016,SE_T066_017,SE_T066_018,SE_T067_001,SE_T067_002,SE_T067_003,SE_T074_001,SE_T074_002,SE_T074_003,SE_T075_001,SE_T075_002,SE_T075_003,SE_T076_001,SE_T076_002,SE_T076_003,SE_T077_001,SE_T077_002,SE_T077_003,SE_T078_001,SE_T078_002,SE_T078_003,SE_T079_001,SE_T079_002,SE_T079_003,SE_T080_001,SE_T080_002,SE_T080_003,SE_T081_001,SE_T081_002,SE_T081_003,SE_T082_001,SE_T082_002,SE_T082_003,SE_T083_001,SE_T084_001,SE_T085_001,SE_T086_001,SE_T087_001,SE_T088_001,SE_T089_001,SE_T090_001,SE_T091_001,SE_T092_001
"32003001612","14000US32003001612","Census Tract 16.12, Clark County, Nevada","Census Tract 16.12, Clark County, Nevada","nv","140","00","ACSSF","0001478",,,,,"32","003",,,,"001612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6855,6855,13850.64,0.494923142501046,3295,378,213,338,485,530,159,168,149,237,300,182,136,0,20,0,0,26573,26573,27419,23880,,53229,,27925,21250,25450,30750,32509.5902883156,26489,31696.0721868365,24830,30879.7306874557,19267,20872,32180,13835,17029,27350,11416,23351,12938,24621,26046,35588,,22380,15234,23920,28547,29821,,24375,5494,25074,25245,35637,,26573,26563,26580,3295,2619,676,3295,2591,704,3295,56,3239,3295,193,3102,3295,1043,2252,3295,240,3055,3295,110,3185,3295,534,2761,3295,262,3033,15906,17124,13288,7502,30284,,12468,7770,10755,20533
"32003001613","14000US32003001613","Census Tract 16.13, Clark County, Nevada","Census Tract 16.13, Clark County, Nevada","nv","140","00","ACSSF","0001479",,,,,"32","003",,,,"001613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352,4352,8844.564,0.492053631136515,1306,18,99,34,74,34,194,88,81,116,52,222,151,83,49,11,0,46336,46336,42443,76023,,104188,,46354,110781,44671,43194,54135.145482389,48168,56578.7637088734,30341,36606.2706270627,23834,27446,35813,14029,18313,30625,10639,26369,25413,24773,29464,43988,55104,29243,27013,21604,33125,60385,,24526,21000,28636,20761,42679,,46336,64148,42083,1306,1178,128,1306,1141,165,1306,59,1247,1306,141,1165,1306,382,924,1306,48,1258,1306,72,1234,1306,209,1097,1306,158,1148,16780,15681,25503,16644,31338,,19875,10705,11376,20667
"32003001706","14000US32003001706","Census Tract 17.06, Clark County, Nevada","Census Tract 17.06, Clark County, Nevada","nv","140","00","ACSSF","0001480",,,,,"32","003",,,,"001706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060,3060,4018.651,0.761449473897176,1452,45,50,40,79,95,79,118,70,151,189,129,163,86,55,58,45,49971,49971,50729,55938,57284,53750,,38615,27593,44231,53018,67242.4931129477,56767,73076.0695187166,42857,59603.2670454545,30701,36250,43370,24739,29004,39844,20143,31818,29844,30083,38792,37992,25705,38724,66053,40515,42895,24318,26159,30319,29219,26346,32052,38902,4327,49971,53590,47800,1452,1120,332,1452,1075,377,1452,132,1320,1452,400,1052,1452,608,844,1452,24,1428,1452,15,1437,1452,365,1087,1452,162,1290,32671,35039,15742,25644,34665,,30458,18867,24431,35849
"32003001707","14000US32003001707","Census Tract 17.07, Clark County, Nevada","Census Tract 17.07, Clark County, Nevada","nv","140","00","ACSSF","0001481",,,,,"32","003",,,,"001707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869,1869,4910.092,0.380644620747278,864,19,9,46,35,78,26,53,57,24,85,116,64,85,46,63,58,60000,60000,58384,156250,,250001,,,29081,70781,55000,84940.7407407407,59196,70063.4408602151,62250,93279.4715447154,27976,34145,56250,25709,24200,49896,16408,42105,27542,52292,41295,45259,68269,52708,28333,86696,46375,45733,71538,40351,16652,37946,40804,41354,61500,60000,64643,40804,864,642,222,864,578,286,864,142,722,864,217,647,864,356,508,864,33,831,864,37,827,864,219,645,864,181,683,40239,30415,60771,,202729,,,24449,24033,31944
"32003001708","14000US32003001708","Census Tract 17.08, Clark County, Nevada","Census Tract 17.08, Clark County, Nevada","nv","140","00","ACSSF","0001482",,,,,"32","003",,,,"001708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2975,2975,7809.764,0.380933425174171,1169,70,19,83,55,28,87,32,50,71,78,233,167,74,41,53,28,62396,62396,55385,62188,,16810,,76250,73528,72964,55192,70734.4739093242,68521,78739.7419354839,45227,53309.3908629442,30612,33550,55357,26613,18686,39960,12794,32860,37083,16250,33337,39471,65625,33622,45927,28750,33253,47917,78571,26750,27656,4683,33571,38974,43854,62396,62292,67679,1169,893,276,1169,880,289,1169,98,1071,1169,302,867,1169,505,664,1169,38,1131,1169,17,1152,1169,299,870,1169,263,906,28313,40199,12336,,31708,,10687,16406,21212,39537
"32003001709","14000US32003001709","Census Tract 17.09, Clark County, Nevada","Census Tract 17.09, Clark County, Nevada","nv","140","00","ACSSF","0001483",,,,,"32","003",,,,"001709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789,1789,4430.53,0.403789129524924,626,81,8,10,24,0,0,0,46,21,131,33,138,58,11,48,17,57214,57214,65469,42571,,,,,105795,57400,66094,80499.5207667732,64063,89727.8372591006,51556,49201.2578616352,22201,24816,31025,23309,21618,30430,9736,26460,26344,30625,30075,11838,66094,26121,26786,31400,65580,8644,26838,26691,25313,27847,27284,21375,87222,57214,84563,52218,626,578,48,626,559,67,626,61,565,626,176,450,626,162,464,626,9,617,626,44,582,626,114,512,626,77,549,30429,37434,11286,,10475,,,24963,29734,40675
"32003001710","14000US32003001710","Census Tract 17.10, Clark County, Nevada","Census Tract 17.10, Clark County, Nevada","nv","140","00","ACSSF","0001484",,,,,"32","003",,,,"001710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4334,4334,7925.754,0.546824927374181,1518,64,31,67,73,57,108,98,125,46,264,272,216,66,11,20,0,55050,55050,52232,42000,62137,60172,,81250,70846,55975,53050,54347.3649538867,54866,55476.185770751,39632,42267.3913043478,24299,26494,31585,18565,21275,31400,14159,25294,23455,26174,24971,33750,12375,25321,25000,24180,30865,17284,,25284,20762,26638,21528,38021,,55050,62161,40638,1518,1317,201,1518,1306,212,1518,95,1423,1518,199,1319,1518,456,1062,1518,83,1435,1518,26,1492,1518,326,1192,1518,250,1268,19702,20432,14215,33241,19132,,16972,15183,14904,25362
"32003001711","14000US32003001711","Census Tract 17.11, Clark County, Nevada","Census Tract 17.11, Clark County, Nevada","nv","140","00","ACSSF","0001485",,,,,"32","003",,,,"001711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3616,3616,7820.274,0.462387856623274,1746,138,174,110,207,102,11,181,61,104,106,212,136,65,43,96,0,39094,39094,39140,44300,,26912,,21336,12692,21862,39323,50333.5624284078,53683,61927.7254374159,24761,41491.6251246261,21630,24140,32487,16477,17955,33634,12295,27905,19875,21406,33606,47056,4315,27392,27292,20903,31532,47258,4020,28631,15000,25556,36479,39760,45742,39094,76953,37672,1746,1255,491,1746,1187,559,1746,81,1665,1746,372,1374,1746,565,1181,1746,45,1701,1746,13,1733,1746,331,1415,1746,313,1433,24970,27891,22360,,18001,,11741,2221,13168,34135
"32003001712","14000US32003001712","Census Tract 17.12, Clark County, Nevada","Census Tract 17.12, Clark County, Nevada","nv","140","00","ACSSF","0001486",,,,,"32","003",,,,"001712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3778,3778,6373.127,0.592801588269907,1577,66,137,74,70,89,56,52,51,76,171,186,212,164,91,46,36,56304,56304,60224,20282,22159,33500,,83667,105776,57625,65515,70978.7571337984,64940,72197.2445464983,37727,66693.059490085,25643,32959,40000,18654,19719,43669,11919,33607,27199,29219,35652,40682,42875,35349,30064,57857,36148,40227,30179,27099,22222,28281,26367,45294,44500,56304,66250,27000,1577,1183,394,1577,1144,433,1577,224,1353,1577,424,1153,1577,579,998,1577,34,1543,1577,64,1513,1577,331,1246,1577,193,1384,30248,31876,23255,,17904,,31635,34593,16475,40358
"32003001713","14000US32003001713","Census Tract 17.13, Clark County, Nevada","Census Tract 17.13, Clark County, Nevada","nv","140","00","ACSSF","0001487",,,,,"32","003",,,,"001713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184,3184,5834.445,0.545724536175457,1054,24,28,92,56,19,14,101,73,63,99,123,239,42,26,55,0,58306,58306,58514,,70125,48571,,80735,,43214,63636,64305.1233396584,61250,65378.1681304893,45481,59068.4824902724,25988,25117,37358,11614,26693,40197,15279,30431,18170,28306,37938,35761,31875,29325,18086,26744,38719,35393,30625,32654,18281,32763,35268,36932,,58306,58939,44732,1054,926,128,1054,893,161,1054,179,875,1054,298,756,1054,356,698,1054,0,1054,1054,17,1037,1054,186,868,1054,164,890,22351,24314,15173,18193,12511,,19903,,12794,28363
"32003001714","14000US32003001714","Census Tract 17.14, Clark County, Nevada","Census Tract 17.14, Clark County, Nevada","nv","140","00","ACSSF","0001488",,,,,"32","003",,,,"001714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3332,3332,6774.777,0.49182428644457,1122,45,0,30,47,16,27,70,103,86,201,158,169,90,41,23,16,57612,57612,57031,58214,,49655,,67639,68421,60677,54280,68457.3083778966,57527,68913.8888888889,49412,57101.3333333333,25654,32330,42083,24890,17536,27333,11304,28066,24617,26221,36400,27404,66563,40298,24801,36615,41650,29345,76750,22993,24355,16700,29716,18000,11974,57612,59231,49914,1122,982,140,1122,982,140,1122,76,1046,1122,292,830,1122,283,839,1122,70,1052,1122,16,1106,1122,244,878,1122,140,982,23812,25419,17455,,21179,,25246,11317,16909,31891
"32003001715","14000US32003001715","Census Tract 17.15, Clark County, Nevada","Census Tract 17.15, Clark County, Nevada","nv","140","00","ACSSF","0001489",,,,,"32","003",,,,"001715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2582,2582,9911.339,0.260509701203249,815,39,8,10,81,46,31,18,24,34,112,202,132,40,38,0,0,60281,60281,66296,34113,57625,,,60625,,61500,66458,59455.0920245399,58942,60539.4841269841,58495,51549.8392282958,22639,26849,35040,25729,21108,21891,20082,25543,20846,25365,32963,26111,37250,32308,30264,40109,37764,25694,58594,21646,18912,24338,20170,48906,,60281,67014,58347,815,790,25,815,776,39,815,40,775,815,64,751,815,127,688,815,0,815,815,0,815,815,129,686,815,69,746,20279,19906,22148,20389,,,24398,12041,16507,28504
"32003001716","14000US32003001716","Census Tract 17.16, Clark County, Nevada","Census Tract 17.16, Clark County, Nevada","nv","140","00","ACSSF","0001490",,,,,"32","003",,,,"001716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,1939,6132.488,0.316184862632568,496,8,0,8,17,44,24,72,45,37,29,71,89,3,43,6,0,48654,48654,47083,85536,,130700,,29167,,66411,42621,61591.7338709677,58810,67115.8333333333,40000,39530.1470588235,26390,28181,28311,27955,20469,28991,11778,27460,28281,21528,29931,60250,38942,28071,35282,25000,31321,,,26979,26071,11500,28646,38000,38942,48654,58333,38125,496,387,109,496,376,120,496,38,458,496,65,431,496,142,354,496,13,483,496,13,483,496,99,397,496,78,418,17093,17387,16128,,18370,,19346,3319,12131,25376
"32003001717","14000US32003001717","Census Tract 17.17, Clark County, Nevada","Census Tract 17.17, Clark County, Nevada","nv","140","00","ACSSF","0001491",,,,,"32","003",,,,"001717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413,1413,2654.721,0.532259222822654,560,0,7,0,45,0,7,11,48,27,37,38,55,72,66,104,43,101250,101250,102250,,,111964,,,,76705,101500,117893.214285714,97174,115367.821782178,62813,113362.179487179,25688,44836,64844,31304,21804,34688,16250,42125,,33542,31413,43500,133036,62500,,62143,31250,44750,197697,29286,,19605,35268,37596,60682,101250,106389,59545,560,414,146,560,391,169,560,69,491,560,230,330,560,284,276,560,0,560,560,0,560,560,175,385,560,123,437,47553,51296,,,20167,,,,26755,56809
"32003001718","14000US32003001718","Census Tract 17.18, Clark County, Nevada","Census Tract 17.18, Clark County, Nevada","nv","140","00","ACSSF","0001492",,,,,"32","003",,,,"001718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2761,2761,10217.07,0.270234070582566,917,114,28,0,61,47,173,87,73,73,24,142,60,26,0,9,0,38283,38283,38720,38419,,,,34453,,34033,47773,41989.8582333697,33920,37982.8337874659,42548,40181.4207650273,20878,23536,26361,18242,18275,29338,7170,23720,19405,22381,33077,47155,,24767,19067,24023,39053,47155,,20813,21328,17560,24076,,,38283,65943,33338,917,732,185,917,698,219,917,71,846,917,130,787,917,144,773,917,30,887,917,63,854,917,89,828,917,43,874,14671,14887,8628,,,,18458,,11979,24435
"32003001801","14000US32003001801","Census Tract 18.01, Clark County, Nevada","Census Tract 18.01, Clark County, Nevada","nv","140","00","ACSSF","0001493",,,,,"32","003",,,,"001801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6002,6002,7697.728,0.77971056236554,2662,184,157,187,281,193,234,239,268,143,247,177,202,39,80,31,0,37551,37551,37713,41406,11542,24508,58750,44653,27000,32773,39330,43117.2802404207,42434,47023.3137829912,26211,36936.8258859784,23388,26047,35556,15854,20318,33426,13371,28877,29375,25421,29199,36131,38241,29503,31429,32357,26172,44643,,27324,21317,18451,31974,33456,38241,37551,38483,36250,2662,1943,719,2662,1860,802,2662,115,2547,2662,297,2365,2662,897,1765,2662,119,2543,2662,112,2550,2662,466,2196,2662,325,2337,19422,20961,21921,8839,11665,20936,12988,11595,12304,26096
"32003001803","14000US32003001803","Census Tract 18.03, Clark County, Nevada","Census Tract 18.03, Clark County, Nevada","nv","140","00","ACSSF","0001494",,,,,"32","003",,,,"001803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3249,3249,8806.478,0.368932983473283,1196,120,20,106,79,120,143,126,30,26,117,95,65,119,11,19,0,35342,35342,36250,32639,,23750,,76538,,39392,32413,46539.4648829431,51806,57007.6677316294,26500,30343.5087719298,22150,26403,28042,23292,14000,34630,9588,27276,26370,28407,25739,,43750,27658,28413,25781,32656,,42273,21953,17917,44276,20977,,,35342,53643,30242,1196,938,258,1196,852,344,1196,145,1051,1196,125,1071,1196,381,815,1196,60,1136,1196,63,1133,1196,161,1035,1196,186,1010,18286,17948,22233,,15444,,19688,,15266,22211
"32003001804","14000US32003001804","Census Tract 18.04, Clark County, Nevada","Census Tract 18.04, Clark County, Nevada","nv","140","00","ACSSF","0001495",,,,,"32","003",,,,"001804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340,3340,8947.195,0.373301343481128,1490,132,37,22,145,163,198,142,72,103,155,80,117,44,30,32,18,38220,38220,38494,30250,,49718,,35875,26964,40347,34786,52165.8389261745,42475,66578.4982935154,28795,29400.9819967267,25858,27796,29673,23177,23407,26993,12591,27059,24410,26306,27296,30417,34607,27834,28693,26202,27598,30417,,26482,22431,26447,27207,30000,65909,38220,49416,32873,1490,1092,398,1490,1070,420,1490,48,1442,1490,186,1304,1490,448,1042,1490,183,1307,1490,37,1453,1490,280,1210,1490,249,1241,24292,26970,13002,,21533,,25900,8021,18514,34003
"32003001901","14000US32003001901","Census Tract 19.01, Clark County, Nevada","Census Tract 19.01, Clark County, Nevada","nv","140","00","ACSSF","0001496",,,,,"32","003",,,,"001901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5886,5886,11405.39,0.516071889136166,2052,204,129,185,181,140,220,95,57,109,296,197,110,73,56,0,0,32829,32829,34718,21850,28542,51487,,50815,70508,37841,31574,41624.0740740741,37778,43406.0734463277,29746,33184.2767295598,22610,23880,30705,15529,21229,24524,10769,24018,23214,24173,21117,26154,52969,27661,25694,30281,24792,37692,82772,21836,19185,21684,18370,24779,39722,32829,57778,31773,2052,1759,293,2052,1667,385,2052,136,1916,2052,127,1925,2052,322,1730,2052,121,1931,2052,206,1846,2052,122,1930,2052,199,1853,15003,16311,8375,15837,18966,,12253,18650,11880,23866
"32003001902","14000US32003001902","Census Tract 19.02, Clark County, Nevada","Census Tract 19.02, Clark County, Nevada","nv","140","00","ACSSF","0001497",,,,,"32","003",,,,"001902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4005,4005,7961.083,0.503072215006402,1464,146,98,64,63,153,114,88,104,46,81,181,170,45,74,26,11,40231,40231,40346,14583,,83200,,43929,58077,44968,35231,51833.5382513661,44519,58132.6287978864,32530,42980.6223479491,25196,27321,35500,14350,23774,30205,13500,30901,27417,24963,32156,36439,43750,34821,26515,30521,52500,36419,17419,26414,29333,22757,25972,77670,53500,40231,50282,28625,1464,1180,284,1464,1180,284,1464,114,1350,1464,209,1255,1464,474,990,1464,23,1441,1464,41,1423,1464,149,1315,1464,80,1384,19963,24078,7912,,31061,,14086,12189,15500,30465
"32003002000","14000US32003002000","Census Tract 20, Clark County, Nevada","Census Tract 20, Clark County, Nevada","nv","140","00","ACSSF","0001498",,,,,"32","003",,,,"002000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3739,3739,3779.692,0.989233926952557,2073,226,136,131,123,151,140,116,144,31,101,129,191,113,69,102,170,40392,40392,43750,22257,,60333,,26343,,34758,50331,72437.2889532079,47679,80446.8055555556,32702,67220.7686622321,29573,32111,42127,20313,25833,54896,16836,34675,25787,21743,31721,91875,80846,33375,25093,22183,28269,91699,81250,36327,36250,20772,43750,93250,80441,40392,92667,34637,2073,1571,502,2073,1385,688,2073,298,1775,2073,398,1675,2073,533,1540,2073,104,1969,2073,13,2060,2073,346,1727,2073,157,1916,40691,47787,26398,,50322,13161,18145,814,18009,55627
"32003002201","14000US32003002201","Census Tract 22.01, Clark County, Nevada","Census Tract 22.01, Clark County, Nevada","nv","140","00","ACSSF","0001499",,,,,"32","003",,,,"002201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3699,3699,2856.141,1.29510406998025,1907,390,162,272,144,129,115,80,118,38,75,207,114,27,9,0,27,24137,24137,27500,4393,42792,18859,,16881,,29526,26054,34105.7682223388,42668,46703.4564958284,17249,23817.0411985019,16805,20721,38036,13118,15750,29351,10654,25724,32500,14792,17964,30060,51208,31635,15152,16726,42755,31815,51667,20385,35090,10905,10507,28582,,24137,43604,17169,1907,1185,722,1907,1038,869,1907,185,1722,1907,160,1747,1907,827,1080,1907,171,1736,1907,24,1883,1907,309,1598,1907,168,1739,18221,21070,5077,20500,16325,,12732,11943,16600,22522
"32003002203","14000US32003002203","Census Tract 22.03, Clark County, Nevada","Census Tract 22.03, Clark County, Nevada","nv","140","00","ACSSF","0001500",,,,,"32","003",,,,"002203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5319,5319,14513.23,0.366493203829516,1374,142,47,64,83,120,118,83,111,20,55,205,133,92,39,36,26,41103,41103,38795,28750,6875,71734,,61333,22125,39276,37390,55128.8209606987,48167,54269.8396793587,30574,39270.4787234043,24003,26094,29356,20250,20663,28333,9623,27537,23628,26300,31375,40174,66458,26452,23641,27927,30625,32132,22031,27862,23598,24808,32679,41512,78000,41103,58651,37650,1374,1180,194,1374,1165,209,1374,70,1304,1374,125,1249,1374,222,1152,1374,42,1332,1374,74,1300,1374,82,1292,1374,141,1233,15380,14587,16808,6197,23497,,13196,6715,10723,22746
"32003002204","14000US32003002204","Census Tract 22.04, Clark County, Nevada","Census Tract 22.04, Clark County, Nevada","nv","140","00","ACSSF","0001501",,,,,"32","003",,,,"002204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4694,4694,18089.54,0.259486916541698,1452,107,56,106,199,174,109,97,111,87,81,111,120,32,23,25,14,34067,34067,34149,22930,,41731,,36012,,33815,37273,46051.4462809917,33931,46249.2781520693,22282,33423.4866828087,19948,21319,26484,15740,16578,22377,10882,22109,20302,23079,29583,40370,92639,23949,20995,26016,25417,91250,,20000,16420,15760,42981,27083,,34067,45078,32780,1452,1276,176,1452,1184,268,1452,161,1291,1452,115,1337,1452,221,1231,1452,56,1396,1452,45,1407,1452,213,1239,1452,143,1309,15046,16630,13209,,28392,,11081,,10632,33094
"32003002206","14000US32003002206","Census Tract 22.06, Clark County, Nevada","Census Tract 22.06, Clark County, Nevada","nv","140","00","ACSSF","0001502",,,,,"32","003",,,,"002206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752,3752,8602.387,0.436158005365276,1256,35,45,72,208,126,98,39,85,75,76,79,168,61,56,20,13,40284,40284,44939,23063,,26250,,31645,,32341,45897,56209.6337579618,46500,58767.048346056,31914,47299.5744680851,22905,22970,28403,12596,22500,30737,17039,24215,21955,25698,32578,25368,,23665,22208,24871,42689,2499,,26512,21028,25785,30491,52895,,40284,47147,31186,1256,1141,115,1256,1141,115,1256,86,1170,1256,80,1176,1256,177,1079,1256,0,1256,1256,20,1236,1256,127,1129,1256,67,1189,20205,22743,15579,,22029,,14316,15830,16936,26651
"32003002207","14000US32003002207","Census Tract 22.07, Clark County, Nevada","Census Tract 22.07, Clark County, Nevada","nv","140","00","ACSSF","0001503",,,,,"32","003",,,,"002207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4820,4820,28297.54,0.170332835518929,1491,129,108,90,118,46,296,122,215,82,90,118,59,18,0,0,0,34339,34339,31920,36313,,36912,,44322,20550,32831,41116,35698.8598256204,27905,28145.8980044346,32844,35320.7130730051,19884,21996,25786,13648,11848,24904,8356,24866,25856,26149,18796,23466,,25316,26528,25040,18750,20962,,23480,20819,29648,18839,24815,,34339,,34339,1491,1348,143,1491,1323,168,1491,55,1436,1491,32,1459,1491,111,1380,1491,0,1491,1491,0,1491,1491,30,1461,1491,48,1443,11736,11741,25611,,18534,,8265,13088,9211,22858
"32003002302","14000US32003002302","Census Tract 23.02, Clark County, Nevada","Census Tract 23.02, Clark County, Nevada","nv","140","00","ACSSF","0001504",,,,,"32","003",,,,"002302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,645,523.2202,1.23275049923011,343,52,40,0,8,53,18,39,15,0,0,39,31,0,0,6,42,35032,35032,26833,32639,,66098,,250001,,250001,26833,73916.9096209913,65492,73223.9316239316,27339,74275.6637168142,25197,28281,35100,14531,22143,45664,11797,32847,32569,11429,250001,36833,21250,26765,30139,35050,138750,19318,21250,42083,,,250001,45391,,35032,26528,36154,343,185,158,343,185,158,343,23,320,343,73,270,343,166,177,343,31,312,343,16,327,343,45,298,343,31,312,40393,50313,9001,,23570,,110292,,69900,52139
"32003002303","14000US32003002303","Census Tract 23.03, Clark County, Nevada","Census Tract 23.03, Clark County, Nevada","nv","140","00","ACSSF","0001505",,,,,"32","003",,,,"002303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,348,2410.793,0.144350861857275,219,0,0,0,29,0,0,14,0,0,27,22,0,30,11,24,62,104306,104306,123375,,,,,,,,123375,264604.109589041,123625,374468.503937008,66042,112943.47826087,66042,104750,245625,19875,59167,181964,50000,103024,,,,99107,104375,103629,,,,175000,103375,60625,,,,,188500,104306,104444,54917,219,128,91,219,128,91,219,10,209,219,144,75,219,116,103,219,0,219,219,0,219,219,62,157,219,14,205,165454,169265,,,,,,,,169265
"32003002403","14000US32003002403","Census Tract 24.03, Clark County, Nevada","Census Tract 24.03, Clark County, Nevada","nv","140","00","ACSSF","0001506",,,,,"32","003",,,,"002403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4479,4479,16224.87,0.276057649687952,2403,227,165,154,339,140,132,351,210,204,183,166,77,55,0,0,0,35506,35506,35923,35511,45900,33077,,19306,36667,35802,35018,36010.3620474407,41800,42496.6755319149,31503,32783.0405814658,22085,24208,30225,18920,18264,35063,11558,25710,21250,30265,25217,33472,,24109,22182,26250,24058,9615,,28750,8333,30662,31220,35417,,35506,42870,35460,2403,1839,564,2403,1808,595,2403,61,2342,2403,152,2251,2403,529,1874,2403,34,2369,2403,180,2223,2403,295,2108,2403,333,2070,19907,21989,17277,,19631,,14886,18624,13627,28516
"32003002404","14000US32003002404","Census Tract 24.04, Clark County, Nevada","Census Tract 24.04, Clark County, Nevada","nv","140","00","ACSSF","0001507",,,,,"32","003",,,,"002404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5925,5925,22467.23,0.263717438073072,2316,405,207,275,229,60,114,90,197,105,225,97,231,40,23,18,0,28200,28200,37660,26806,20096,12176,50536,25913,8203,29450,39551,37409.8013816926,30234,37693.6794582393,21350,32348.8348530902,21009,23205,27308,17708,17079,26738,10642,23579,22909,21168,31250,42109,61950,24307,23511,21412,40114,41094,,21335,19327,20778,22130,50625,,28200,,28200,2316,1717,599,2316,1704,612,2316,50,2266,2316,111,2205,2316,355,1961,2316,197,2119,2316,212,2104,2316,143,2173,2316,332,1984,15808,17264,12062,,30676,35152,15221,3924,13142,22417
"32003002405","14000US32003002405","Census Tract 24.05, Clark County, Nevada","Census Tract 24.05, Clark County, Nevada","nv","140","00","ACSSF","0001508",,,,,"32","003",,,,"002405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3860,3860,17708.1,0.21797938832149,1909,193,191,136,310,170,198,125,110,64,249,77,33,33,20,0,0,28764,28764,28786,24758,,26106,,28864,30703,31298,24269,33632.4253535883,34783,36503.0882352941,24941,30165.5004068348,21799,22287,26901,15625,20330,28763,12588,25971,23190,24057,32147,18750,29864,25000,22321,24009,32604,16571,31016,27819,23494,25089,29261,,29511,28764,36250,27704,1909,1650,259,1909,1608,301,1909,45,1864,1909,37,1872,1909,333,1576,1909,96,1813,1909,151,1758,1909,163,1746,1909,123,1786,17317,16668,26330,,21983,,12830,19612,15881,17443
