Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T007_001,SE_T007_002,SE_T007_003,SE_T007_004,SE_T007_005,SE_T007_006,SE_T007_007,SE_T007_008,SE_T007_009,SE_T007_010,SE_T007_011,SE_T007_012,SE_T007_013,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T017_001,SE_T017_002,SE_T017_003,SE_T017_004,SE_T017_005,SE_T017_006,SE_T017_007,SE_T017_008,SE_T017_009,SE_T057_001,SE_T093_001,SE_T094_001,SE_T094_002,SE_T094_003,SE_T118_001,SE_T118_002,SE_T118_003,SE_T118_004,SE_T118_005
"04013319909","14000US04013319909","Census Tract 3199.09, Maricopa County, Arizona","Census Tract 3199.09, Maricopa County, Arizona","az","140","00","ACSSF","0004243",,,,,"04","013",,,,"319909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2317,2317,2332.39,0.993401513829408,2317,1099,1218,2317,72,81,173,127,140,266,193,520,414,266,57,8,2317,2006,123,0,107,0,81,0,1015,680,533,147,36,111,335,131,204,94831,1023,1015,895,120,2317,12,183,195,2122
"04013319910","14000US04013319910","Census Tract 3199.10, Maricopa County, Arizona","Census Tract 3199.10, Maricopa County, Arizona","az","140","00","ACSSF","0004244",,,,,"04","013",,,,"319910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4197,4197,1657.783,2.53169396923847,4197,1966,2231,4197,216,459,294,304,167,256,633,881,637,243,107,0,4197,3453,14,27,578,0,74,51,1464,1228,980,248,88,160,236,104,132,118667,1489,1464,1408,56,4197,333,134,467,3730
"04013320001","14000US04013320001","Census Tract 3200.01, Maricopa County, Arizona","Census Tract 3200.01, Maricopa County, Arizona","az","140","00","ACSSF","0004245",,,,,"04","013",,,,"320001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6567,6567,5768.735,1.13837786121017,6567,3349,3218,6567,703,538,267,99,1263,1804,640,561,462,165,33,32,6567,3531,1014,530,749,172,140,431,3005,1486,844,642,217,425,1519,779,740,40338,3435,3005,633,2372,6548,1106,1793,2899,3649
"04013320002","14000US04013320002","Census Tract 3200.02, Maricopa County, Arizona","Census Tract 3200.02, Maricopa County, Arizona","az","140","00","ACSSF","0004246",,,,,"04","013",,,,"320002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5577,5577,6923.15,0.805558172470297,5577,2820,2757,5577,562,519,489,330,741,894,574,589,510,229,130,10,5577,2478,10,1681,0,0,675,733,1246,946,445,501,153,348,300,198,102,36923,1326,1246,799,447,5556,1828,1605,3433,2123
"04013320007","14000US04013320007","Census Tract 3200.07, Maricopa County, Arizona","Census Tract 3200.07, Maricopa County, Arizona","az","140","00","ACSSF","0004247",,,,,"04","013",,,,"320007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6247,6247,7908.119,0.789947675433245,6247,3102,3145,6247,452,259,264,258,1461,1455,724,815,467,45,47,0,6247,4806,248,309,71,9,688,116,2765,1217,782,435,75,360,1548,799,749,41719,3040,2765,831,1934,6199,926,1261,2187,4012
"04013320100","14000US04013320100","Census Tract 3201, Maricopa County, Arizona","Census Tract 3201, Maricopa County, Arizona","az","140","00","ACSSF","0004248",,,,,"04","013",,,,"320100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2648,2648,1429.816,1.85198695901294,2648,1534,1114,2648,47,48,37,0,952,706,346,159,195,97,33,28,2648,2351,0,25,238,0,22,12,1341,376,240,136,60,76,965,561,404,51049,1541,1341,477,864,2648,629,420,1049,1599
"04013420104","14000US04013420104","Census Tract 4201.04, Maricopa County, Arizona","Census Tract 4201.04, Maricopa County, Arizona","az","140","00","ACSSF","0004249",,,,,"04","013",,,,"420104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4810,4810,1634.182,2.94336807738105,4810,2274,2536,4810,200,352,340,165,321,618,540,723,521,643,302,85,4810,4551,34,0,80,0,66,79,1935,1529,1330,199,42,157,406,186,220,64701,2751,1935,1732,203,4810,292,633,925,3885
"04013420105","14000US04013420105","Census Tract 4201.05, Maricopa County, Arizona","Census Tract 4201.05, Maricopa County, Arizona","az","140","00","ACSSF","0004250",,,,,"04","013",,,,"420105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4575,4575,1571.631,2.91098800457763,4575,2221,2354,4575,346,328,282,282,325,533,668,717,664,222,119,89,4575,4023,23,74,163,0,205,87,1569,1246,998,248,87,161,323,113,210,77250,1685,1569,1462,107,4575,178,429,607,3968
"04013420107","14000US04013420107","Census Tract 4201.07, Maricopa County, Arizona","Census Tract 4201.07, Maricopa County, Arizona","az","140","00","ACSSF","0004251",,,,,"04","013",,,,"420107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6191,6191,1958.434,3.161198430263,6191,3043,3148,6191,362,618,531,244,182,500,985,1177,1011,425,142,14,6191,5556,161,73,256,0,86,59,2324,1857,1706,151,49,102,467,329,138,128864,2624,2324,2182,142,6191,94,301,395,5796
"04013420108","14000US04013420108","Census Tract 4201.08, Maricopa County, Arizona","Census Tract 4201.08, Maricopa County, Arizona","az","140","00","ACSSF","0004252",,,,,"04","013",,,,"420108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401,1401,370.5185,3.78118778928705,1401,695,706,1401,200,112,91,54,50,57,228,168,340,101,0,0,1401,1241,0,0,35,0,8,117,470,454,356,98,62,36,16,0,16,96646,481,470,470,0,1401,84,31,115,1286
"04013420109","14000US04013420109","Census Tract 4201.09, Maricopa County, Arizona","Census Tract 4201.09, Maricopa County, Arizona","az","140","00","ACSSF","0004253",,,,,"04","013",,,,"420109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3676,3676,1254.432,2.93040971618401,3676,1731,1945,3676,383,327,249,91,200,450,650,406,573,338,9,0,3676,3500,15,13,102,0,36,10,1289,1067,943,124,49,75,222,160,62,84844,1365,1289,1241,48,3676,112,49,161,3515
"04013420110","14000US04013420110","Census Tract 4201.10, Maricopa County, Arizona","Census Tract 4201.10, Maricopa County, Arizona","az","140","00","ACSSF","0004254",,,,,"04","013",,,,"420110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5382,5382,540.5462,9.95659593789624,5382,2404,2978,5382,300,404,449,197,496,686,588,1089,583,504,73,13,5382,5040,75,0,61,0,13,193,1659,1356,1163,193,117,76,303,151,152,87284,1798,1659,1509,150,5382,163,342,505,4877
"04013420111","14000US04013420111","Census Tract 4201.11, Maricopa County, Arizona","Census Tract 4201.11, Maricopa County, Arizona","az","140","00","ACSSF","0004255",,,,,"04","013",,,,"420111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4366,4366,4387.824,0.995026231781769,4366,2093,2273,4366,527,442,254,199,511,532,565,582,432,271,36,15,4366,3938,0,64,118,0,66,180,1256,1027,833,194,80,114,229,78,151,50783,1409,1256,1085,171,4366,840,900,1740,2626
"04013420112","14000US04013420112","Census Tract 4201.12, Maricopa County, Arizona","Census Tract 4201.12, Maricopa County, Arizona","az","140","00","ACSSF","0004256",,,,,"04","013",,,,"420112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3449,3449,4633.937,0.744291479342761,3449,1677,1772,3449,260,364,237,148,189,421,651,596,338,99,109,37,3449,3258,74,0,57,0,60,0,1108,983,823,160,42,118,125,65,60,75750,1197,1108,979,129,3449,89,824,913,2536
"04013420113","14000US04013420113","Census Tract 4201.13, Maricopa County, Arizona","Census Tract 4201.13, Maricopa County, Arizona","az","140","00","ACSSF","0004257",,,,,"04","013",,,,"420113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3655,3655,7374.692,0.495613879292105,3655,1444,2211,3655,451,205,299,105,538,617,215,209,245,330,304,137,3655,3032,169,116,35,0,55,248,1552,984,520,464,171,293,568,190,378,36472,1927,1552,532,1020,3655,909,698,1607,2048
"04013420114","14000US04013420114","Census Tract 4201.14, Maricopa County, Arizona","Census Tract 4201.14, Maricopa County, Arizona","az","140","00","ACSSF","0004258",,,,,"04","013",,,,"420114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3724,3724,3713.785,1.00275059189463,3724,1853,1871,3724,271,446,233,186,251,823,574,305,300,116,190,29,3724,3087,26,0,105,0,341,165,1231,835,499,336,73,263,396,234,162,49724,1371,1231,887,344,3724,708,897,1605,2119
"04013420115","14000US04013420115","Census Tract 4201.15, Maricopa County, Arizona","Census Tract 4201.15, Maricopa County, Arizona","az","140","00","ACSSF","0004259",,,,,"04","013",,,,"420115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722,2722,3864.51,0.704358475792166,2722,1349,1373,2722,241,190,109,26,308,213,291,278,347,465,240,14,2722,2362,0,16,19,0,281,44,1129,750,573,177,36,141,379,217,162,34083,1469,1129,827,302,2722,188,981,1169,1553
"04013420116","14000US04013420116","Census Tract 4201.16, Maricopa County, Arizona","Census Tract 4201.16, Maricopa County, Arizona","az","140","00","ACSSF","0004260",,,,,"04","013",,,,"420116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2816,2816,3610.892,0.779862686622486,2816,1475,1341,2816,93,68,102,27,71,223,181,404,407,568,422,250,2816,2666,19,12,53,0,16,50,1497,868,807,61,14,47,629,315,314,31301,2226,1497,1128,369,2816,171,882,1053,1763
"04013420202","14000US04013420202","Census Tract 4202.02, Maricopa County, Arizona","Census Tract 4202.02, Maricopa County, Arizona","az","140","00","ACSSF","0004261",,,,,"04","013",,,,"420202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4887,4887,4885.862,1.00023281961152,4887,2196,2691,4887,274,292,238,100,321,732,424,519,679,468,659,181,4887,4346,95,0,0,17,172,257,2375,1319,1006,313,45,268,1056,436,620,43947,2573,2375,1668,707,4887,520,1100,1620,3267
"04013420206","14000US04013420206","Census Tract 4202.06, Maricopa County, Arizona","Census Tract 4202.06, Maricopa County, Arizona","az","140","00","ACSSF","0004262",,,,,"04","013",,,,"420206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3976,3976,676.7422,5.87520559940818,3976,1718,2258,3976,177,0,18,58,79,217,133,92,614,1282,1083,223,3976,3637,143,0,0,34,40,122,2322,1292,1149,143,0,143,1030,290,740,33566,3197,2322,2047,275,3947,428,642,1070,2877
"04013420207","14000US04013420207","Census Tract 4202.07, Maricopa County, Arizona","Census Tract 4202.07, Maricopa County, Arizona","az","140","00","ACSSF","0004263",,,,,"04","013",,,,"420207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2592,2592,1858.617,1.39458561197967,2592,1183,1409,2592,88,170,165,38,105,53,405,465,507,370,204,22,2592,2472,10,73,35,0,2,0,1111,880,759,121,24,97,231,114,117,79219,1296,1111,1011,100,2592,264,158,422,2170
"04013420208","14000US04013420208","Census Tract 4202.08, Maricopa County, Arizona","Census Tract 4202.08, Maricopa County, Arizona","az","140","00","ACSSF","0004264",,,,,"04","013",,,,"420208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5382,5382,5381.95,1.0000092664522,5382,2764,2618,5382,412,437,515,332,515,763,801,851,491,162,75,28,5382,4811,0,209,58,0,153,151,1782,1375,994,381,84,297,407,254,153,57365,1900,1782,1274,508,5229,773,692,1465,3764
"04013420209","14000US04013420209","Census Tract 4202.09, Maricopa County, Arizona","Census Tract 4202.09, Maricopa County, Arizona","az","140","00","ACSSF","0004265",,,,,"04","013",,,,"420209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4051,4051,4046.63,1.00107992778345,4051,1952,2099,4051,138,124,184,90,243,359,318,538,667,520,565,305,4051,3847,0,48,40,0,82,34,1954,1245,966,279,84,195,709,273,436,52549,2162,1954,1690,264,4051,197,486,683,3368
"04013420210","14000US04013420210","Census Tract 4202.10, Maricopa County, Arizona","Census Tract 4202.10, Maricopa County, Arizona","az","140","00","ACSSF","0004266",,,,,"04","013",,,,"420210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5042,5042,5020.487,1.00428496193805,5042,2242,2800,5042,317,303,433,212,240,659,769,703,482,470,410,44,5042,4471,245,28,0,0,180,118,1826,1364,1037,327,83,244,462,94,368,51816,2120,1826,1548,278,5002,414,714,1128,3874
"04013420211","14000US04013420211","Census Tract 4202.11, Maricopa County, Arizona","Census Tract 4202.11, Maricopa County, Arizona","az","140","00","ACSSF","0004267",,,,,"04","013",,,,"420211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4575,4575,4583.78,0.998084547109871,4575,2315,2260,4575,169,285,502,181,321,329,957,919,507,290,104,11,4575,3929,0,29,245,0,315,57,1754,1269,1085,184,53,131,485,209,276,84706,1779,1754,1457,297,4575,243,183,426,4149
"04013420212","14000US04013420212","Census Tract 4202.12, Maricopa County, Arizona","Census Tract 4202.12, Maricopa County, Arizona","az","140","00","ACSSF","0004268",,,,,"04","013",,,,"420212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2884,2884,2904.242,0.993030083537067,2884,1413,1471,2884,194,108,86,127,97,284,438,395,481,316,288,70,2884,2416,183,0,53,0,64,168,1241,954,740,214,48,166,287,115,172,54004,1435,1241,1125,116,2842,98,275,373,2469
"04013420213","14000US04013420213","Census Tract 4202.13, Maricopa County, Arizona","Census Tract 4202.13, Maricopa County, Arizona","az","140","00","ACSSF","0004269",,,,,"04","013",,,,"420213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890,2890,5743.261,0.503198470417624,2890,1308,1582,2890,0,0,0,16,0,0,0,59,488,1391,652,284,2890,2861,0,15,0,0,14,0,1682,1076,1061,15,15,0,606,170,436,40083,2647,1682,1553,129,2890,241,421,662,2228
"04013420214","14000US04013420214","Census Tract 4202.14, Maricopa County, Arizona","Census Tract 4202.14, Maricopa County, Arizona","az","140","00","ACSSF","0004270",,,,,"04","013",,,,"420214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3676,3676,3692.411,0.995555577863681,3676,1736,1940,3676,105,181,208,128,118,325,185,401,551,579,682,213,3676,2833,263,0,84,0,400,96,1924,855,737,118,17,101,1069,342,727,35525,2408,1924,1130,794,3676,421,1103,1524,2152
"04013420215","14000US04013420215","Census Tract 4202.15, Maricopa County, Arizona","Census Tract 4202.15, Maricopa County, Arizona","az","140","00","ACSSF","0004271",,,,,"04","013",,,,"420215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566,1566,1562.814,1.00203861948395,1566,764,802,1566,47,77,189,45,142,159,184,431,200,54,38,0,1566,1397,0,31,0,0,109,29,554,425,327,98,0,98,129,81,48,70556,650,554,501,53,1566,39,355,394,1172
"04013420216","14000US04013420216","Census Tract 4202.16, Maricopa County, Arizona","Census Tract 4202.16, Maricopa County, Arizona","az","140","00","ACSSF","0004272",,,,,"04","013",,,,"420216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3890,3890,3898.209,0.9978941987376,3890,1769,2121,3890,208,179,208,181,618,480,412,524,424,351,271,34,3890,3655,119,0,11,0,56,49,1629,1036,714,322,104,218,593,210,383,55990,2117,1629,1091,538,3890,373,510,883,3007
"04013420301","14000US04013420301","Census Tract 4203.01, Maricopa County, Arizona","Census Tract 4203.01, Maricopa County, Arizona","az","140","00","ACSSF","0004273",,,,,"04","013",,,,"420301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256,2256,3561.113,0.633509884987884,2256,1318,938,2256,153,267,98,164,233,231,237,458,204,158,44,9,2256,1975,0,96,132,22,19,12,647,589,541,48,8,40,58,50,8,109205,690,647,581,66,2237,126,284,410,1827
"04013420302","14000US04013420302","Census Tract 4203.02, Maricopa County, Arizona","Census Tract 4203.02, Maricopa County, Arizona","az","140","00","ACSSF","0004274",,,,,"04","013",,,,"420302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4855,4855,4896.377,0.991549381695977,4855,2307,2548,4855,259,429,577,366,414,320,593,880,644,224,130,19,4855,4655,107,0,46,0,8,39,1556,1305,1080,225,43,182,251,104,147,76667,1631,1556,1324,232,4845,748,259,1007,3838
"04013420303","14000US04013420303","Census Tract 4203.03, Maricopa County, Arizona","Census Tract 4203.03, Maricopa County, Arizona","az","140","00","ACSSF","0004275",,,,,"04","013",,,,"420303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4306,4306,4295.025,1.00255522419409,4306,1989,2317,4306,370,397,356,231,366,460,674,701,494,83,174,0,4306,3419,30,85,300,0,339,133,1364,1158,1026,132,32,100,206,94,112,78786,1395,1364,1208,156,4306,354,236,590,3716
"04013420304","14000US04013420304","Census Tract 4203.04, Maricopa County, Arizona","Census Tract 4203.04, Maricopa County, Arizona","az","140","00","ACSSF","0004276",,,,,"04","013",,,,"420304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,941,467.4355,2.01311202986269,941,490,451,941,22,26,109,58,88,19,128,75,225,136,32,23,941,865,0,0,76,0,0,0,280,269,251,18,0,18,11,0,11,89079,318,280,280,0,941,28,180,208,733
"04013420401","14000US04013420401","Census Tract 4204.01, Maricopa County, Arizona","Census Tract 4204.01, Maricopa County, Arizona","az","140","00","ACSSF","0004277",,,,,"04","013",,,,"420401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4047,4047,3416.884,1.18441243743214,4047,2063,1984,4047,308,345,122,112,354,781,514,569,476,279,119,68,4047,3723,0,245,0,0,79,0,1619,1015,685,330,126,204,604,329,275,36870,1802,1619,819,800,4000,574,969,1543,2457
"04013420402","14000US04013420402","Census Tract 4204.02, Maricopa County, Arizona","Census Tract 4204.02, Maricopa County, Arizona","az","140","00","ACSSF","0004278",,,,,"04","013",,,,"420402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492,1492,416.2833,3.58409768693909,1492,690,802,1492,71,53,133,188,101,86,135,278,223,118,63,43,1492,1369,0,0,0,0,74,49,460,349,326,23,14,9,111,32,79,74722,514,460,395,65,1492,66,195,261,1231
"04013420501","14000US04013420501","Census Tract 4205.01, Maricopa County, Arizona","Census Tract 4205.01, Maricopa County, Arizona","az","140","00","ACSSF","0004279",,,,,"04","013",,,,"420501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6202,6202,6125.777,1.01244291479343,6202,3077,3125,6202,743,562,434,295,705,1032,836,603,521,354,69,48,6202,4978,84,323,196,0,463,158,2185,1363,1048,315,91,224,822,486,336,41151,2535,2185,1000,1185,6176,435,2330,2765,3411
"04013420503","14000US04013420503","Census Tract 4205.03, Maricopa County, Arizona","Census Tract 4205.03, Maricopa County, Arizona","az","140","00","ACSSF","0004280",,,,,"04","013",,,,"420503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3004,3004,5900.206,0.509134791358107,3004,1356,1648,3004,322,145,249,14,448,451,472,400,331,139,20,13,3004,2476,220,256,34,0,18,0,1269,750,530,220,0,220,519,263,256,52650,1289,1269,737,532,2995,505,597,1102,1893
"04013420504","14000US04013420504","Census Tract 4205.04, Maricopa County, Arizona","Census Tract 4205.04, Maricopa County, Arizona","az","140","00","ACSSF","0004281",,,,,"04","013",,,,"420504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3157,3157,6105.119,0.517107029067316,3157,1663,1494,3157,197,254,336,152,231,378,448,295,492,220,117,37,3157,2858,39,80,25,0,155,0,1191,795,646,149,39,110,396,257,139,53064,1310,1191,986,205,3157,375,380,755,2402
"04013420602","14000US04013420602","Census Tract 4206.02, Maricopa County, Arizona","Census Tract 4206.02, Maricopa County, Arizona","az","140","00","ACSSF","0004282",,,,,"04","013",,,,"420602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4858,4858,4916.149,0.988171759869158,4858,2427,2431,4858,224,337,556,188,462,637,521,797,536,417,133,50,4858,3981,649,0,0,0,168,60,1538,1117,905,212,42,170,421,128,293,73684,1666,1538,1341,197,4796,364,1054,1418,3378
"04013420603","14000US04013420603","Census Tract 4206.03, Maricopa County, Arizona","Census Tract 4206.03, Maricopa County, Arizona","az","140","00","ACSSF","0004283",,,,,"04","013",,,,"420603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339,3339,3399.195,0.982291423744048,3339,1702,1637,3339,217,187,376,165,304,198,514,558,343,191,135,151,3339,2997,35,36,103,0,37,131,1214,899,817,82,26,56,315,141,174,85109,1350,1214,901,313,3339,115,613,728,2611
"04013420604","14000US04013420604","Census Tract 4206.04, Maricopa County, Arizona","Census Tract 4206.04, Maricopa County, Arizona","az","140","00","ACSSF","0004284",,,,,"04","013",,,,"420604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3956,3956,3959.998,0.998990342812399,3956,1844,2112,3956,221,327,283,106,305,494,438,634,556,328,157,107,3956,3592,12,0,111,0,148,93,1544,1126,965,161,54,107,418,106,312,62279,1620,1544,1296,248,3956,167,629,796,3160
"04013420704","14000US04013420704","Census Tract 4207.04, Maricopa County, Arizona","Census Tract 4207.04, Maricopa County, Arizona","az","140","00","ACSSF","0004285",,,,,"04","013",,,,"420704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4556,4556,4514.783,1.00912938592766,4556,2222,2334,4556,399,425,467,227,443,537,599,644,458,266,69,22,4556,4070,67,10,16,0,24,369,1601,1110,915,195,12,183,491,222,269,56205,1705,1601,958,643,4556,484,933,1417,3139
"04013420705","14000US04013420705","Census Tract 4207.05, Maricopa County, Arizona","Census Tract 4207.05, Maricopa County, Arizona","az","140","00","ACSSF","0004286",,,,,"04","013",,,,"420705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3687,3687,1836.259,2.00788652302636,3687,1894,1793,3687,254,342,392,141,331,288,547,631,489,195,77,0,3687,3049,110,0,338,0,42,148,1074,923,863,60,32,28,151,46,105,126628,1074,1074,1044,30,3680,104,111,215,3465
"04013420706","14000US04013420706","Census Tract 4207.06, Maricopa County, Arizona","Census Tract 4207.06, Maricopa County, Arizona","az","140","00","ACSSF","0004287",,,,,"04","013",,,,"420706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4397,4397,4430.254,0.992493787616004,4397,2260,2137,4397,449,530,402,216,328,484,725,737,357,113,39,17,4397,3701,59,97,228,0,230,82,1422,1061,878,183,31,152,361,289,72,66100,1456,1422,1046,376,4383,308,952,1260,3123
"04013420707","14000US04013420707","Census Tract 4207.07, Maricopa County, Arizona","Census Tract 4207.07, Maricopa County, Arizona","az","140","00","ACSSF","0004288",,,,,"04","013",,,,"420707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3111,3111,6213.253,0.500703864265008,3111,1380,1731,3111,125,12,0,0,223,119,123,311,585,758,693,162,3111,2849,0,13,32,0,76,141,1700,1056,987,69,37,32,644,153,491,36429,2372,1700,1179,521,3111,321,552,873,2238
"04013420708","14000US04013420708","Census Tract 4207.08, Maricopa County, Arizona","Census Tract 4207.08, Maricopa County, Arizona","az","140","00","ACSSF","0004289",,,,,"04","013",,,,"420708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3864,3864,7719.547,0.500547492884137,3864,1789,2075,3864,361,185,91,95,284,257,116,307,639,699,589,241,3864,3447,104,15,0,0,220,78,2287,947,558,389,77,312,1340,622,718,27185,3254,2287,954,1333,3864,932,767,1699,2165
"04013420709","14000US04013420709","Census Tract 4207.09, Maricopa County, Arizona","Census Tract 4207.09, Maricopa County, Arizona","az","140","00","ACSSF","0004290",,,,,"04","013",,,,"420709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3696,3696,7346.435,0.503101172669526,3696,1778,1918,3696,52,48,19,30,194,64,66,280,666,1135,852,290,3696,3368,26,3,17,0,141,141,1977,1200,1014,186,43,143,777,274,503,33996,2554,1977,1575,402,3488,347,790,1137,2351
"04013420710","14000US04013420710","Census Tract 4207.10, Maricopa County, Arizona","Census Tract 4207.10, Maricopa County, Arizona","az","140","00","ACSSF","0004291",,,,,"04","013",,,,"420710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098,3098,6217.75,0.498250957147292,3098,1646,1452,3098,117,141,239,128,183,378,351,435,461,319,237,109,3098,2966,0,16,0,0,21,95,1437,742,534,208,72,136,695,287,408,34631,1626,1437,922,515,3098,566,661,1227,1871
"04013420800","14000US04013420800","Census Tract 4208, Maricopa County, Arizona","Census Tract 4208, Maricopa County, Arizona","az","140","00","ACSSF","0004292",,,,,"04","013",,,,"420800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4972,4972,4967.698,1.0008660271785,4972,2503,2469,4972,599,380,340,265,592,777,551,485,559,303,121,0,4972,4373,8,158,36,70,193,134,1592,1185,935,250,115,135,407,223,184,51125,1808,1592,961,631,4954,544,1252,1796,3158
"04013420901","14000US04013420901","Census Tract 4209.01, Maricopa County, Arizona","Census Tract 4209.01, Maricopa County, Arizona","az","140","00","ACSSF","0004293",,,,,"04","013",,,,"420901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870,2870,6138.68,0.467527262674576,2870,1380,1490,2870,249,268,162,80,291,559,354,322,328,152,105,0,2870,2512,62,75,31,0,163,27,976,777,533,244,80,164,199,124,75,49569,1153,976,488,488,2870,391,474,865,2005
"04013420902","14000US04013420902","Census Tract 4209.02, Maricopa County, Arizona","Census Tract 4209.02, Maricopa County, Arizona","az","140","00","ACSSF","0004294",,,,,"04","013",,,,"420902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3325,3325,6428.266,0.517246798054663,3325,1750,1575,3325,234,283,289,201,332,451,492,357,309,267,110,0,3325,2976,0,29,45,0,228,47,1132,781,581,200,77,123,351,166,185,50729,1192,1132,857,275,3325,127,764,891,2434
"04013421001","14000US04013421001","Census Tract 4210.01, Maricopa County, Arizona","Census Tract 4210.01, Maricopa County, Arizona","az","140","00","ACSSF","0004295",,,,,"04","013",,,,"421001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4431,4431,8983.489,0.493238192609387,4431,1960,2471,4431,210,99,375,149,793,767,551,564,104,237,311,271,4431,4087,212,52,0,0,41,39,1575,736,524,212,105,107,839,331,508,30632,1896,1575,435,1140,4381,1335,1419,2754,1627
