Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T007_001,SE_T007_002,SE_T007_003,SE_T007_004,SE_T007_005,SE_T007_006,SE_T007_007,SE_T007_008,SE_T007_009,SE_T007_010,SE_T007_011,SE_T007_012,SE_T007_013,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T017_001,SE_T017_002,SE_T017_003,SE_T017_004,SE_T017_005,SE_T017_006,SE_T017_007,SE_T017_008,SE_T017_009,SE_T057_001,SE_T093_001,SE_T094_001,SE_T094_002,SE_T094_003,SE_T118_001,SE_T118_002,SE_T118_003,SE_T118_004,SE_T118_005
"04007000100","14000US04007000100","Census Tract 1, Gila County, Arizona","Census Tract 1, Gila County, Arizona","az","140","00","ACSSF","0003647",,,,,"04","007",,,,"000100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2928,2928,16.48404,177.626324137409,2928,1335,1593,2928,14,89,169,28,191,39,312,564,529,871,122,0,2928,2893,0,35,0,0,0,0,1249,983,851,132,80,52,266,165,101,36760,4093,1249,1158,91,2909,239,952,1191,1718
"04007000200","14000US04007000200","Census Tract 2, Gila County, Arizona","Census Tract 2, Gila County, Arizona","az","140","00","ACSSF","0003648",,,,,"04","007",,,,"000200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143,2143,10.21527,209.783927956423,2143,1149,994,2143,167,28,92,122,79,203,177,238,356,388,276,17,2143,2084,0,0,0,0,47,12,882,639,590,49,11,38,243,180,63,34970,3291,882,729,153,2143,332,699,1031,1112
"04007000301","14000US04007000301","Census Tract 3.01, Gila County, Arizona","Census Tract 3.01, Gila County, Arizona","az","140","00","ACSSF","0003649",,,,,"04","007",,,,"000301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5437,5437,1576.873,3.44796423767214,5437,2661,2776,5437,220,507,254,190,384,246,384,715,1072,872,397,196,5437,5146,11,47,14,0,219,0,2326,1560,1309,251,34,217,766,336,430,44360,2900,2326,1611,715,5437,714,1248,1962,3475
"04007000302","14000US04007000302","Census Tract 3.02, Gila County, Arizona","Census Tract 3.02, Gila County, Arizona","az","140","00","ACSSF","0003650",,,,,"04","007",,,,"000302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2998,2998,11.40938,262.766338685739,2998,1571,1427,2998,59,182,237,184,157,201,309,464,497,382,257,69,2998,2902,14,0,0,0,49,33,1215,801,673,128,33,95,414,180,234,46473,1712,1215,945,270,2998,149,404,553,2445
"04007000400","14000US04007000400","Census Tract 4, Gila County, Arizona","Census Tract 4, Gila County, Arizona","az","140","00","ACSSF","0003651",,,,,"04","007",,,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4770,4770,140.3383,33.9892910700745,4770,2436,2334,4770,382,80,187,148,290,396,481,771,803,711,471,50,4770,4721,0,0,0,0,12,37,1992,1202,1068,134,51,83,790,361,429,41494,2956,1992,1567,425,4770,627,1101,1728,3042
"04007000500","14000US04007000500","Census Tract 5, Gila County, Arizona","Census Tract 5, Gila County, Arizona","az","140","00","ACSSF","0003652",,,,,"04","007",,,,"000500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4741,4741,43.20956,109.721095232874,4741,2271,2470,4741,204,287,262,141,170,615,301,607,846,681,546,81,4741,4518,0,68,0,0,125,30,2163,1428,1113,315,34,281,735,302,433,38228,2776,2163,1559,604,4719,376,1002,1378,3341
"04007000600","14000US04007000600","Census Tract 6, Gila County, Arizona","Census Tract 6, Gila County, Arizona","az","140","00","ACSSF","0003653",,,,,"04","007",,,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,1131,2.231214,506.898953971988,1131,551,580,1131,0,25,55,49,103,29,153,141,354,89,120,13,1131,1131,0,0,0,0,0,0,453,328,300,28,11,17,125,57,68,33750,1068,453,404,49,1109,315,171,486,623
"04007000700","14000US04007000700","Census Tract 7, Gila County, Arizona","Census Tract 7, Gila County, Arizona","az","140","00","ACSSF","0003654",,,,,"04","007",,,,"000700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,911,1.160003,785.34294367387,911,471,440,911,21,41,27,11,6,39,89,73,161,341,75,27,911,911,0,0,0,0,0,0,472,239,206,33,18,15,233,132,101,27308,1173,472,429,43,911,233,279,512,399
"04007000800","14000US04007000800","Census Tract 8, Gila County, Arizona","Census Tract 8, Gila County, Arizona","az","140","00","ACSSF","0003655",,,,,"04","007",,,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430,1430,5.775576,247.594364143772,1430,702,728,1430,35,86,15,8,52,125,59,220,332,325,139,34,1430,1286,0,0,0,0,136,8,646,450,347,103,26,77,196,120,76,27529,1249,646,486,160,1430,213,545,758,672
"04007000900","14000US04007000900","Census Tract 9, Gila County, Arizona","Census Tract 9, Gila County, Arizona","az","140","00","ACSSF","0003656",,,,,"04","007",,,,"000900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440,3440,514.75,6.68285567346258,3440,1498,1942,3440,200,195,192,191,238,290,510,495,603,228,140,158,3440,3044,0,7,0,0,319,70,1271,718,491,227,110,117,553,309,244,35646,1693,1271,1043,228,3420,750,769,1519,1901
"04007001000","14000US04007001000","Census Tract 10, Gila County, Arizona","Census Tract 10, Gila County, Arizona","az","140","00","ACSSF","0003657",,,,,"04","007",,,,"001000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5086,5086,14.30757,355.476105680799,5086,2385,2701,5086,403,578,278,182,347,371,439,808,659,489,247,285,5086,4402,0,49,0,0,351,284,1940,998,660,338,153,185,942,409,533,31264,2522,1940,1520,420,5086,1093,1231,2324,2762
"04007001100","14000US04007001100","Census Tract 11, Gila County, Arizona","Census Tract 11, Gila County, Arizona","az","140","00","ACSSF","0003658",,,,,"04","007",,,,"001100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4157,4157,454.1157,9.15405476782132,4157,2050,2107,4157,139,368,260,174,376,288,559,578,585,410,360,60,4157,2917,35,403,34,41,437,290,1516,919,611,308,161,147,597,306,291,39960,1892,1516,1239,277,4145,405,1439,1844,2301
"04007001200","14000US04007001200","Census Tract 12, Gila County, Arizona","Census Tract 12, Gila County, Arizona","az","140","00","ACSSF","0003659",,,,,"04","007",,,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,5235,75.38726,69.4414398831191,5235,2807,2428,5235,218,285,349,118,311,523,510,856,856,672,390,147,5235,4433,57,394,22,12,172,145,1833,1228,903,325,10,315,605,279,326,47634,2300,1833,1516,317,4524,718,541,1259,3265
"04007001300","14000US04007001300","Census Tract 13, Gila County, Arizona","Census Tract 13, Gila County, Arizona","az","140","00","ACSSF","0003660",,,,,"04","007",,,,"001300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620,1620,11.00018,147.270353376155,1620,922,698,1620,78,40,71,123,214,128,148,241,276,149,109,43,1620,1292,19,18,0,0,263,28,507,346,228,118,21,97,161,93,68,33438,673,507,416,91,1620,437,393,830,790
"04007940200","14000US04007940200","Census Tract 9402, Gila County, Arizona","Census Tract 9402, Gila County, Arizona","az","140","00","ACSSF","0003661",,,,,"04","007",,,,"940200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,760,0.9223695,823.964775126371,760,404,356,760,84,75,43,92,80,95,47,122,83,20,19,0,760,0,0,760,0,0,0,0,198,141,108,33,0,33,57,0,57,20147,380,198,130,68,760,401,334,735,25
"04007940400","14000US04007940400","Census Tract 9404, Gila County, Arizona","Census Tract 9404, Gila County, Arizona","az","140","00","ACSSF","0003662",,,,,"04","007",,,,"940400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6485,6485,6.428608,1008.77198195513,6485,3188,3297,6485,920,468,508,510,770,823,799,716,563,222,172,14,6485,111,0,6040,0,32,0,302,1041,861,466,395,66,329,180,115,65,29561,1464,1041,681,360,6485,2921,1757,4678,1807
"04013010101","14000US04013010101","Census Tract 101.01, Maricopa County, Arizona","Census Tract 101.01, Maricopa County, Arizona","az","140","00","ACSSF","0003684",,,,,"04","013",,,,"010101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868,3868,184.5431,20.9598778063837,3868,1964,1904,3868,137,172,198,49,24,204,219,573,705,748,663,176,3868,3751,0,0,19,0,98,0,1777,1374,1354,20,15,5,403,135,268,84875,2582,1777,1755,22,3868,256,188,444,3424
"04013010102","14000US04013010102","Census Tract 101.02, Maricopa County, Arizona","Census Tract 101.02, Maricopa County, Arizona","az","140","00","ACSSF","0003685",,,,,"04","013",,,,"010102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4116,4116,3.935998,1045.73222733078,4116,1973,2143,4116,121,181,111,118,189,232,122,1017,1310,622,78,15,4116,3917,0,0,75,0,34,90,1845,1446,1406,40,25,15,399,250,149,133512,3209,1845,1845,0,4116,149,268,417,3699
"04013030401","14000US04013030401","Census Tract 304.01, Maricopa County, Arizona","Census Tract 304.01, Maricopa County, Arizona","az","140","00","ACSSF","0003686",,,,,"04","013",,,,"030401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3877,3877,378.6678,10.2385246572571,3877,1965,1912,3877,93,150,49,55,126,74,357,562,1095,815,456,45,3877,3836,0,0,28,0,13,0,1864,1337,1315,22,18,4,527,244,283,122833,2960,1864,1583,281,3877,138,150,288,3589
"04013030402","14000US04013030402","Census Tract 304.02, Maricopa County, Arizona","Census Tract 304.02, Maricopa County, Arizona","az","140","00","ACSSF","0003687",,,,,"04","013",,,,"030402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528,3528,157.0427,22.4652284103247,3528,1640,1888,3528,159,125,97,64,94,207,595,729,802,367,230,59,3528,3356,0,25,0,0,110,37,1656,1165,1096,69,0,69,491,274,217,91991,1905,1656,1277,379,3528,163,147,310,3218
"04013040502","14000US04013040502","Census Tract 405.02, Maricopa County, Arizona","Census Tract 405.02, Maricopa County, Arizona","az","140","00","ACSSF","0003688",,,,,"04","013",,,,"040502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4738,4738,597.3121,7.93220200248032,4738,2308,2430,4738,248,198,275,68,275,456,551,865,473,843,347,139,4738,4158,69,0,0,0,379,132,2435,1410,1122,288,32,256,1025,492,533,35524,2963,2435,1593,842,4738,975,1020,1995,2743
"04013040506","14000US04013040506","Census Tract 405.06, Maricopa County, Arizona","Census Tract 405.06, Maricopa County, Arizona","az","140","00","ACSSF","0003689",,,,,"04","013",,,,"040506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647,5647,2304.312,2.45062293724913,5647,2305,3342,5647,0,0,0,0,34,0,124,312,877,1668,1918,714,5647,5606,0,0,0,0,30,11,3358,1958,1692,266,58,208,1400,326,1074,40717,4294,3358,3060,298,5647,286,991,1277,4370
"04013040507","14000US04013040507","Census Tract 405.07, Maricopa County, Arizona","Census Tract 405.07, Maricopa County, Arizona","az","140","00","ACSSF","0003690",,,,,"04","013",,,,"040507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6599,6599,2245.555,2.93869469665497,6599,2572,4027,6599,0,0,0,0,16,30,28,190,854,1479,2563,1439,6599,6489,14,9,87,0,0,0,4125,2014,1889,125,14,111,2111,462,1649,42136,4694,4125,3306,819,6411,197,1000,1197,5214
"04013040512","14000US04013040512","Census Tract 405.12, Maricopa County, Arizona","Census Tract 405.12, Maricopa County, Arizona","az","140","00","ACSSF","0003691",,,,,"04","013",,,,"040512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946,1946,2581.503,0.753824342043284,1946,860,1086,1946,0,0,0,0,0,0,0,0,182,796,824,144,1946,1915,0,0,0,0,0,31,1080,850,837,13,0,13,230,27,203,57594,1167,1080,1033,47,1946,58,181,239,1707
"04013040513","14000US04013040513","Census Tract 405.13, Maricopa County, Arizona","Census Tract 405.13, Maricopa County, Arizona","az","140","00","ACSSF","0003692",,,,,"04","013",,,,"040513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2885,2885,1983.152,1.45475461662371,2885,1366,1519,2885,0,0,0,0,0,0,0,16,358,849,1366,296,2885,2885,0,0,0,0,0,0,1668,1130,1118,12,0,12,538,217,321,49929,2215,1668,1606,62,2885,25,466,491,2394
"04013040514","14000US04013040514","Census Tract 405.14, Maricopa County, Arizona","Census Tract 405.14, Maricopa County, Arizona","az","140","00","ACSSF","0003693",,,,,"04","013",,,,"040514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3276,3276,2172.226,1.50813015349878,3276,1515,1761,3276,0,0,0,0,0,42,14,48,493,1181,1121,377,3276,3190,46,0,40,0,0,0,1950,1165,1115,50,0,50,785,331,454,46239,2265,1950,1865,85,3276,161,438,599,2677
"04013040515","14000US04013040515","Census Tract 405.15, Maricopa County, Arizona","Census Tract 405.15, Maricopa County, Arizona","az","140","00","ACSSF","0003694",,,,,"04","013",,,,"040515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4319,4319,4.954696,871.698271961106,4319,2123,2196,4319,177,256,266,87,140,268,416,745,856,580,393,135,4319,3976,37,8,0,0,280,18,1818,1329,1168,161,46,115,489,335,154,47120,2320,1818,1541,277,4319,537,887,1424,2895
"04013040516","14000US04013040516","Census Tract 405.16, Maricopa County, Arizona","Census Tract 405.16, Maricopa County, Arizona","az","140","00","ACSSF","0003695",,,,,"04","013",,,,"040516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316,1316,9.00402,146.156945900908,1316,646,670,1316,39,55,0,0,15,96,83,51,430,406,125,16,1316,1245,24,10,0,0,4,33,645,529,529,0,0,0,116,11,105,61952,934,645,645,0,1316,41,163,204,1112
"04013040517","14000US04013040517","Census Tract 405.17, Maricopa County, Arizona","Census Tract 405.17, Maricopa County, Arizona","az","140","00","ACSSF","0003696",,,,,"04","013",,,,"040517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6474,6474,109.6212,59.0578983377529,6474,3108,3366,6474,628,467,544,268,534,847,828,951,765,420,187,35,6474,5132,0,2,101,0,973,266,1979,1716,1369,347,148,199,263,114,149,51462,2378,1979,1678,301,6470,892,1798,2690,3780
"04013040518","14000US04013040518","Census Tract 405.18, Maricopa County, Arizona","Census Tract 405.18, Maricopa County, Arizona","az","140","00","ACSSF","0003697",,,,,"04","013",,,,"040518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5402,5402,30.73501,175.760456033001,5402,2937,2465,5402,421,383,356,386,244,489,1053,777,744,311,183,55,5402,4378,101,23,56,98,369,377,2065,1600,1304,296,223,73,465,282,183,59702,2533,2065,1849,216,5402,318,831,1149,4253
"04013040519","14000US04013040519","Census Tract 405.19, Maricopa County, Arizona","Census Tract 405.19, Maricopa County, Arizona","az","140","00","ACSSF","0003698",,,,,"04","013",,,,"040519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375,2375,27.04896,87.8037488976783,2375,1047,1328,2375,126,112,0,0,9,176,149,250,893,458,192,10,2375,2234,32,9,76,0,24,0,1135,884,847,37,27,10,251,64,187,78875,1591,1135,1062,73,2375,79,164,243,2132
"04013040520","14000US04013040520","Census Tract 405.20, Maricopa County, Arizona","Census Tract 405.20, Maricopa County, Arizona","az","140","00","ACSSF","0003699",,,,,"04","013",,,,"040520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3780,3780,440.062,8.58969848508951,3780,1984,1796,3780,704,405,335,113,72,796,555,527,194,20,11,48,3780,3203,295,0,99,142,41,0,1168,946,817,129,94,35,222,151,71,100782,1313,1168,875,293,3771,74,165,239,3532
"04013040521","14000US04013040521","Census Tract 405.21, Maricopa County, Arizona","Census Tract 405.21, Maricopa County, Arizona","az","140","00","ACSSF","0003700",,,,,"04","013",,,,"040521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3200,254.4923,12.5740551693676,3200,1589,1611,3200,255,359,309,201,219,766,520,378,130,57,6,0,3200,2667,231,0,53,0,68,181,1052,850,781,69,37,32,202,97,105,86478,1136,1052,956,96,3200,46,290,336,2864
"04013040522","14000US04013040522","Census Tract 405.22, Maricopa County, Arizona","Census Tract 405.22, Maricopa County, Arizona","az","140","00","ACSSF","0003701",,,,,"04","013",,,,"040522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4258,4258,1981.973,2.14836478006848,4258,1824,2434,4258,0,0,0,0,0,14,0,54,449,1523,2026,192,4258,4192,35,0,16,0,0,15,2493,1530,1530,0,0,0,963,221,742,48797,2903,2493,2225,268,4258,193,599,792,3466
"04013040523","14000US04013040523","Census Tract 405.23, Maricopa County, Arizona","Census Tract 405.23, Maricopa County, Arizona","az","140","00","ACSSF","0003702",,,,,"04","013",,,,"040523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3178,3178,1886.135,1.68492711163141,3178,1533,1645,3178,29,9,0,0,30,38,38,200,998,1205,550,81,3178,3061,8,0,51,0,33,25,1644,1323,1295,28,0,28,321,135,186,64206,2102,1644,1518,126,3178,89,285,374,2804
"04013040524","14000US04013040524","Census Tract 405.24, Maricopa County, Arizona","Census Tract 405.24, Maricopa County, Arizona","az","140","00","ACSSF","0003703",,,,,"04","013",,,,"040524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159,1159,1363.439,0.850056062035809,1159,542,617,1159,0,0,0,0,0,0,18,112,439,452,115,23,1159,1159,0,0,0,0,0,0,640,468,468,0,0,0,172,60,112,71214,869,640,593,47,1159,45,46,91,1068
"04013040525","14000US04013040525","Census Tract 405.25, Maricopa County, Arizona","Census Tract 405.25, Maricopa County, Arizona","az","140","00","ACSSF","0003704",,,,,"04","013",,,,"040525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162,3162,2291.414,1.37993419274529,3162,1587,1575,3162,0,0,0,0,5,24,13,206,1156,1307,402,49,3162,3031,55,8,30,0,16,22,1703,1285,1267,18,9,9,418,161,257,63008,2005,1703,1641,62,3162,170,219,389,2773
"04013040526","14000US04013040526","Census Tract 405.26, Maricopa County, Arizona","Census Tract 405.26, Maricopa County, Arizona","az","140","00","ACSSF","0003705",,,,,"04","013",,,,"040526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2283,2283,2367.73,0.964214506013155,2283,1037,1246,2283,0,0,0,0,18,0,0,55,752,1047,348,63,2283,2247,36,0,0,0,0,0,1271,892,883,9,9,0,379,79,300,54154,1480,1271,1207,64,2283,75,243,318,1965
"04013040527","14000US04013040527","Census Tract 405.27, Maricopa County, Arizona","Census Tract 405.27, Maricopa County, Arizona","az","140","00","ACSSF","0003706",,,,,"04","013",,,,"040527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4244.64,0.942364983930427,4000,1921,2079,4000,213,302,229,111,168,426,389,257,413,1003,420,69,4000,3556,101,0,88,0,135,120,1716,1307,1131,176,24,152,409,168,241,53977,2382,1716,1560,156,3992,314,377,691,3301
"04013040528","14000US04013040528","Census Tract 405.28, Maricopa County, Arizona","Census Tract 405.28, Maricopa County, Arizona","az","140","00","ACSSF","0003707",,,,,"04","013",,,,"040528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5990,5990,2000.357,2.99446561142368,5990,2834,3156,5990,0,0,0,0,13,0,31,87,1387,3043,1242,187,5990,5807,37,11,72,0,0,63,3344,2411,2374,37,24,13,933,310,623,56469,4167,3344,3249,95,5990,177,616,793,5197
"04013040529","14000US04013040529","Census Tract 405.29, Maricopa County, Arizona","Census Tract 405.29, Maricopa County, Arizona","az","140","00","ACSSF","0003708",,,,,"04","013",,,,"040529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3079,3079,1965.172,1.56678409320815,3079,1430,1649,3079,0,0,0,0,23,0,0,89,746,1466,579,176,3079,2933,62,31,26,0,0,27,1738,1208,1208,0,0,0,530,164,366,44167,2156,1738,1571,167,3079,73,379,452,2627
"04013040530","14000US04013040530","Census Tract 405.30, Maricopa County, Arizona","Census Tract 405.30, Maricopa County, Arizona","az","140","00","ACSSF","0003709",,,,,"04","013",,,,"040530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,3400,5353.16,0.63513885006417,3400,1544,1856,3400,161,270,298,242,260,557,631,541,267,90,32,51,3400,2933,43,114,0,102,167,41,1219,801,555,246,65,181,418,215,203,60804,1455,1219,976,243,3348,410,321,731,2617
"04013040531","14000US04013040531","Census Tract 405.31, Maricopa County, Arizona","Census Tract 405.31, Maricopa County, Arizona","az","140","00","ACSSF","0003710",,,,,"04","013",,,,"040531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2737,2737,2646.188,1.0343179196197,2737,1176,1561,2737,53,130,115,58,69,116,292,218,220,476,681,309,2737,2333,40,0,15,0,257,92,1432,840,778,62,23,39,592,135,457,47539,2086,1432,1133,299,2737,244,369,613,2124
"04013050603","14000US04013050603","Census Tract 506.03, Maricopa County, Arizona","Census Tract 506.03, Maricopa County, Arizona","az","140","00","ACSSF","0003711",,,,,"04","013",,,,"050603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210,3210,2.408717,1332.65974050845,3210,1665,1545,3210,200,282,282,232,241,339,375,592,383,189,83,12,3210,2821,95,105,0,0,154,35,1019,810,690,120,37,83,209,160,49,54205,1306,1019,827,192,3203,494,723,1217,1986
"04013050604","14000US04013050604","Census Tract 506.04, Maricopa County, Arizona","Census Tract 506.04, Maricopa County, Arizona","az","140","00","ACSSF","0003712",,,,,"04","013",,,,"050604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3090,3090,25.85092,119.531537597858,3090,1547,1543,3090,213,239,339,165,221,221,416,500,498,140,101,37,3090,2446,224,0,10,0,366,44,992,662,577,85,44,41,330,138,192,58966,1171,992,737,255,3033,644,608,1252,1781
"04013050605","14000US04013050605","Census Tract 506.05, Maricopa County, Arizona","Census Tract 506.05, Maricopa County, Arizona","az","140","00","ACSSF","0003713",,,,,"04","013",,,,"050605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3965,3965,15.52489,255.396346237898,3965,2017,1948,3965,291,576,279,120,227,595,721,597,367,143,45,4,3965,3170,171,19,338,0,65,202,1341,1092,868,224,76,148,249,121,128,69024,1641,1341,1074,267,3965,251,862,1113,2852
"04013050606","14000US04013050606","Census Tract 506.06, Maricopa County, Arizona","Census Tract 506.06, Maricopa County, Arizona","az","140","00","ACSSF","0003714",,,,,"04","013",,,,"050606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6317,6317,607.2181,10.403180246395,6317,3379,2938,6317,591,517,471,263,311,856,1039,762,833,371,236,67,6317,5274,269,22,290,0,307,155,2104,1745,1606,139,95,44,359,223,136,80611,2363,2104,1697,407,6317,264,811,1075,5242
"04013050607","14000US04013050607","Census Tract 506.07, Maricopa County, Arizona","Census Tract 506.07, Maricopa County, Arizona","az","140","00","ACSSF","0003715",,,,,"04","013",,,,"050607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8265,8265,257.4458,32.1038460409855,8265,4925,3340,8265,783,807,385,434,752,2230,1239,872,398,196,162,7,8265,6347,826,169,75,59,466,323,2009,1573,1248,325,99,226,436,294,142,61800,2361,2009,1540,469,6352,482,1524,2006,4346
"04013050608","14000US04013050608","Census Tract 506.08, Maricopa County, Arizona","Census Tract 506.08, Maricopa County, Arizona","az","140","00","ACSSF","0003716",,,,,"04","013",,,,"050608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8184,8184,1630.809,5.01836803877084,8184,4045,4139,8184,1165,944,977,417,523,1474,1292,641,447,278,26,0,8184,6429,585,57,79,0,604,430,2314,1981,1556,425,107,318,333,198,135,63468,2471,2314,1758,556,8143,777,1464,2241,5902
"04013050609","14000US04013050609","Census Tract 506.09, Maricopa County, Arizona","Census Tract 506.09, Maricopa County, Arizona","az","140","00","ACSSF","0003717",,,,,"04","013",,,,"050609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4993,4993,1185.945,4.21014305857788,4993,2338,2655,4993,774,490,313,34,383,991,418,527,636,372,55,0,4993,3987,274,115,72,0,418,127,1591,1388,1146,242,91,151,203,102,101,66424,2026,1591,1139,452,4993,677,760,1437,3556
"04013050610","14000US04013050610","Census Tract 506.10, Maricopa County, Arizona","Census Tract 506.10, Maricopa County, Arizona","az","140","00","ACSSF","0003718",,,,,"04","013",,,,"050610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7310,7310,510.3833,14.3225682898917,7310,3599,3711,7310,920,519,887,296,862,1277,858,729,501,233,228,0,7310,5725,602,0,307,0,437,239,2042,1653,1240,413,160,253,389,274,115,72560,2234,2042,1640,402,7260,721,1208,1929,5331
"04013050611","14000US04013050611","Census Tract 506.11, Maricopa County, Arizona","Census Tract 506.11, Maricopa County, Arizona","az","140","00","ACSSF","0003719",,,,,"04","013",,,,"050611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612,2612,115.1163,22.6900881394045,2612,1340,1272,2612,415,192,278,89,189,666,276,131,200,83,93,0,2612,2007,24,23,0,0,541,17,719,634,486,148,128,20,85,49,36,66723,840,719,574,145,2565,86,817,903,1662
"04013050701","14000US04013050701","Census Tract 507.01, Maricopa County, Arizona","Census Tract 507.01, Maricopa County, Arizona","az","140","00","ACSSF","0003720",,,,,"04","013",,,,"050701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5214,5214,1841.049,2.83208068917694,5214,2828,2386,5214,440,595,506,303,450,1103,639,515,292,293,50,28,5214,4232,119,67,31,0,547,218,1601,1330,870,460,230,230,271,144,127,51315,1828,1601,1221,380,5205,1011,1107,2118,3087
"04013050702","14000US04013050702","Census Tract 507.02, Maricopa County, Arizona","Census Tract 507.02, Maricopa County, Arizona","az","140","00","ACSSF","0003721",,,,,"04","013",,,,"050702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100,5100,1636.858,3.11572524660346,5100,2789,2311,5100,671,425,450,190,818,641,563,611,370,309,19,33,5100,3444,274,206,53,145,861,117,1689,1260,904,356,96,260,429,360,69,42804,1994,1689,941,748,5100,1277,960,2237,2863
