Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T044_001,SE_T044_002,SE_T044_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T063_001,SE_T063_002,SE_T063_003,SE_T063_004,SE_T063_005,SE_T063_006,SE_T063_007,SE_T063_008,SE_T063_009,SE_T063_010,SE_T063_011,SE_T063_012,SE_T063_013,SE_T063_014,SE_T063_015,SE_T063_016,SE_T063_017,SE_T063_018,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T071_001,SE_T071_002,SE_T071_003,SE_T071_004
"Census Tract 111.01","Census Tract 111.01, Dane County, Wisconsin","55025011101","140","00","55","025","19",,"011101",4573,4573,3851.145,1.1874390923819,1.192332,1.187439,0.004893073,4573,2265,2308,4573,314,264,241,167,480,896,621,579,527,271,136,77,33.8,32.4,35.8,4573,3742,281,28,141,4,223,154,4573,4093,3525,267,13,140,4,16,128,480,217,14,15,1,0,207,26,2122,1118,745,373,96,277,1004,777,227,4573,4567,3297,1118,745,1159,32,55,19,54,115,1270,777,227,266,6,0,6,2282,2122,975,1147,2282,2122,160,160,73,69,18
"Census Tract 111.02","Census Tract 111.02, Dane County, Wisconsin","55025011102","140","00","55","025","19",,"011102",8031,8031,1025.459,7.83161466385172,7.913136,7.831614,0.081522,8031,3864,4167,8031,396,571,530,318,546,999,1120,1279,1206,628,269,169,41.1,39.8,42.2,8031,7088,213,24,355,4,134,213,8031,7693,6915,203,24,353,3,11,184,338,173,10,0,2,1,123,29,3601,2169,1795,374,94,280,1432,1161,271,8031,8031,6301,2169,1795,2067,44,30,34,48,114,1730,1161,271,298,0,0,0,3847,3601,2332,1269,3847,3601,246,246,110,111,25
"Census Tract 112","Census Tract 112, Dane County, Wisconsin","55025011200","140","00","55","025","19",,"011200",8440,8440,212.4419,39.7285022169987,40.64775,39.7285,0.9192475,8440,4117,4323,8440,526,694,679,335,403,586,1275,1353,1142,771,528,148,43.2,42.4,43.7,8440,8003,123,23,135,3,52,101,8440,8249,7890,117,22,135,2,3,80,191,113,6,1,0,1,49,21,3302,2359,2095,264,95,169,943,784,159,8440,8407,7287,2359,2095,2586,35,25,36,42,109,1120,784,159,177,33,31,2,3469,3302,2911,391,3469,3302,167,167,17,124,26
"Census Tract 113.01","Census Tract 113.01, Dane County, Wisconsin","55025011301","140","00","55","025","19",,"011301",6317,6317,790.5685,7.99045246541683,7.990452,7.990452,0,6317,3079,3238,6317,353,590,598,378,338,534,951,1225,632,303,220,195,39.6,38.6,40.3,6317,6042,63,10,80,1,36,85,6317,6161,5938,61,9,80,1,4,68,156,104,2,1,0,0,32,17,2249,1739,1492,247,59,188,510,428,82,6317,6226,5611,1739,1492,2201,27,18,21,33,80,615,428,82,105,91,91,0,2325,2249,1721,528,2325,2249,76,76,41,30,5
"Census Tract 113.02","Census Tract 113.02, Dane County, Wisconsin","55025011302","140","00","55","025","19",,"011302",3015,3015,1166.154,2.58542124519496,2.586854,2.585421,0.001432439,3015,1457,1558,3015,161,206,200,152,216,392,410,500,372,196,145,65,39.7,37,41.6,3015,2911,22,10,21,0,16,35,3015,2932,2856,18,6,21,0,0,31,83,55,4,4,0,0,16,4,1338,834,609,225,64,161,504,410,94,3015,3015,2407,834,609,864,22,12,5,13,48,608,410,94,104,0,0,0,1385,1338,791,547,1385,1338,47,47,23,20,4
"Census Tract 114.01","Census Tract 114.01, Dane County, Wisconsin","55025011401","140","00","55","025","19",,"011401",6647,6647,773.7589,8.59053169358314,8.612468,8.590531,0.02193601,6647,3064,3583,6647,482,382,323,180,367,1269,1024,891,756,435,321,217,37.9,36.5,39.4,6647,5777,385,31,193,1,57,203,6647,6393,5625,382,31,192,1,2,160,254,152,3,0,1,0,55,43,2976,1637,1329,308,75,233,1339,1027,312,6647,6483,4788,1637,1329,1546,41,40,30,49,116,1695,1027,312,356,164,49,115,3161,2976,2057,919,3161,2976,185,185,105,66,14
"Census Tract 114.02","Census Tract 114.02, Dane County, Wisconsin","55025011402","140","00","55","025","19",,"011402",9048,9048,545.955,16.5727949318684,16.64696,16.5728,0.07416328,9048,4391,4657,9048,750,705,535,278,575,1807,1472,1132,893,399,270,232,34.2,33.7,34.8,9048,7708,476,24,558,2,70,210,9048,8811,7560,471,24,555,2,12,187,237,148,5,0,3,0,58,23,3680,2296,1887,409,118,291,1384,1005,379,9048,8950,7069,2296,1887,2463,54,60,41,85,183,1881,1005,379,497,98,39,59,3945,3680,2427,1253,3945,3680,265,265,100,143,22
"Census Tract 115.03","Census Tract 115.03, Dane County, Wisconsin","55025011503","140","00","55","025","19",,"011503",8527,8527,1508.223,5.65367291277025,5.653673,5.653673,0,8527,4193,4334,8527,633,790,782,395,445,1070,1482,1396,939,334,170,91,36,35.4,36.8,8527,7665,247,15,347,2,49,202,8527,8328,7529,246,13,347,2,8,183,199,136,1,2,0,0,41,19,3017,2349,2009,340,101,239,668,507,161,8527,8522,7666,2349,2009,2950,64,43,41,84,126,856,507,161,188,5,0,5,3213,3017,2418,599,3213,3017,196,196,75,74,47
"Census Tract 115.04","Census Tract 115.04, Dane County, Wisconsin","55025011504","140","00","55","025","19",,"011504",3770,3770,1904.61,1.97940801270122,1.979408,1.979408,0,3770,1850,1920,3770,291,283,291,193,349,588,531,549,444,163,63,25,32.5,31.8,33.6,3770,3255,239,5,97,2,50,122,3770,3618,3164,228,4,96,2,7,117,152,91,11,1,1,0,43,5,1438,986,744,242,68,174,452,333,119,3770,3770,3181,986,744,1253,28,23,14,33,100,589,333,119,137,0,0,0,1487,1438,860,578,1487,1438,49,49,26,18,5
"Census Tract 115.05","Census Tract 115.05, Dane County, Wisconsin","55025011505","140","00","55","025","19",,"011505",4264,4264,4376.887,0.974208374710616,0.9742084,0.9742084,0,4264,2072,2192,4264,369,321,275,158,432,745,525,522,410,264,145,98,32.2,30.9,33.5,4264,3487,402,25,97,0,121,132,4264,3884,3264,399,14,97,0,6,104,380,223,3,11,0,0,115,28,1700,1080,698,382,100,282,620,459,161,4264,4189,3366,1080,698,1286,46,47,20,57,132,823,459,161,203,75,75,0,1836,1700,900,800,1836,1700,136,136,102,21,13
"Census Tract 115.06","Census Tract 115.06, Dane County, Wisconsin","55025011506","140","00","55","025","19",,"011506",4785,4785,2212.083,2.16311967468575,2.16312,2.16312,0,4785,2261,2524,4785,420,316,274,153,478,1016,680,585,382,191,169,121,32,31,32.8,4785,3928,403,17,160,7,106,164,4785,4518,3807,399,14,160,7,12,119,267,121,4,3,0,0,94,45,2164,1166,775,391,89,302,998,777,221,4785,4730,3480,1166,775,1302,28,32,27,48,102,1250,777,221,252,55,47,8,2321,2164,858,1306,2321,2164,157,157,109,41,7
"Census Tract 116","Census Tract 116, Dane County, Wisconsin","55025011600","140","00","55","025","19",,"011600",6257,6257,690.097,9.0668404641257,9.314465,9.06684,0.2476243,6257,3023,3234,6257,451,488,442,248,338,955,955,865,652,401,309,153,37.1,35.1,38.9,6257,5673,245,22,102,1,67,147,6257,6068,5561,245,20,100,1,10,131,189,112,0,2,2,0,57,16,2603,1670,1355,315,83,232,933,769,164,6257,6243,5113,1670,1355,1852,46,24,36,42,88,1130,769,164,197,14,7,7,2813,2603,1861,742,2813,2603,210,210,113,69,28
"Census Tract 117","Census Tract 117, Dane County, Wisconsin","55025011700","140","00","55","025","19",,"011700",3900,3900,70.0362,55.6854842570699,55.69363,55.68549,0.008147914,3900,2006,1894,3900,209,317,336,181,213,359,602,730,576,236,116,25,41.1,41.1,41,3900,3610,55,13,103,2,74,43,3900,3745,3529,52,12,103,2,11,36,155,81,3,1,0,0,63,7,1395,1101,946,155,73,82,294,212,82,3900,3895,3493,1101,946,1236,50,23,23,39,75,402,212,82,108,5,0,5,1450,1395,1208,187,1450,1395,55,55,16,20,19
"Census Tract 118","Census Tract 118, Dane County, Wisconsin","55025011800","140","00","55","025","19",,"011800",5890,5890,83.18623,70.804985969047,71.34252,70.80499,0.5375326,5890,3009,2881,5890,426,429,505,261,414,732,873,926,680,377,187,80,37.4,36.8,38.2,5890,5419,57,9,54,0,266,85,5890,5337,5157,57,7,54,0,2,60,553,262,0,2,0,0,264,25,2176,1616,1303,313,124,189,560,432,128,5890,5878,5165,1616,1303,1923,58,48,31,49,137,713,432,128,153,12,7,5,2286,2176,1697,479,2286,2176,110,110,37,37,36
"Census Tract 119","Census Tract 119, Dane County, Wisconsin","55025011900","140","00","55","025","19",,"011900",6701,6701,93.45308,71.7044310630011,72.20303,71.70443,0.4985934,6701,3464,3237,6701,415,466,497,297,413,849,952,1243,837,398,242,92,39.6,38.8,40.2,6701,6419,115,20,44,2,31,70,6701,6557,6316,115,16,44,2,0,64,144,103,0,4,0,0,31,6,2567,1827,1505,322,125,197,740,562,178,6701,6583,5621,1827,1505,1963,51,37,30,48,160,962,562,178,222,118,118,0,2676,2567,2030,537,2676,2567,109,109,28,59,22
"Census Tract 120.01","Census Tract 120.01, Dane County, Wisconsin","55025012001","140","00","55","025","19",,"012001",8321,8321,926.3546,8.98252192674252,8.990047,8.982522,0.007525518,8321,4139,4182,8321,620,741,733,409,507,1024,1458,1312,846,370,194,107,36,35.1,36.8,8321,7736,175,13,165,0,72,160,8321,8094,7608,171,9,165,0,19,122,227,128,4,4,0,0,53,38,2998,2271,1889,382,137,245,727,554,173,8321,8321,7373,2271,1889,2883,56,38,42,49,145,948,554,173,221,0,0,0,3091,2998,2315,683,3091,2998,93,93,46,33,14
"Census Tract 120.02","Census Tract 120.02, Dane County, Wisconsin","55025012002","140","00","55","025","19",,"012002",4804,4804,82.06073,58.542010233252,60.81504,58.54201,2.273032,4804,2456,2348,4804,158,288,359,236,269,312,600,1045,896,434,163,44,46.7,46.7,46.7,4804,4659,23,12,52,0,7,51,4804,4746,4616,23,10,52,0,0,45,58,43,0,2,0,0,7,6,1832,1449,1304,145,65,80,383,274,109,4804,4798,4277,1449,1304,1317,61,26,25,39,56,521,274,109,138,6,0,6,1984,1832,1653,179,1984,1832,152,152,14,124,14
"Census Tract 121","Census Tract 121, Dane County, Wisconsin","55025012100","140","00","55","025","19",,"012100",2637,2637,45.28297,58.2338080330874,59.36507,58.23381,1.131261,2637,1411,1226,2637,136,143,290,119,149,269,338,508,368,198,86,33,41.5,40.8,42.5,2637,2595,9,1,3,1,7,21,2637,2457,2426,9,1,3,1,1,16,180,169,0,0,0,0,6,5,1012,737,622,115,54,61,275,206,69,2637,2495,2140,737,622,677,24,8,6,19,47,355,206,69,80,142,0,142,1201,1012,851,161,1201,1012,189,189,8,153,28
"Census Tract 122.01","Census Tract 122.01, Dane County, Wisconsin","55025012201","140","00","55","025","19",,"012201",2001,2001,511.4669,3.91227642753557,4.150053,3.912277,0.2377764,2001,916,1085,2001,83,108,95,81,111,210,270,290,219,134,201,199,46.4,43.9,48.7,2001,1943,18,0,14,0,8,18,2001,1966,1919,18,0,14,0,0,15,35,24,0,0,0,0,8,3,899,487,387,100,27,73,412,350,62,2001,1885,1400,487,387,451,13,12,10,10,30,485,350,62,73,116,116,0,952,899,609,290,952,899,53,53,22,20,11
"Census Tract 122.02","Census Tract 122.02, Dane County, Wisconsin","55025012202","140","00","55","025","19",,"012202",6774,6774,3343.705,2.02589625897881,2.026772,2.025896,0.0008756797,6774,3180,3594,6774,423,502,527,298,435,792,953,1052,800,452,342,198,39.8,37.6,41.3,6774,6445,56,21,115,0,26,111,6774,6660,6366,56,18,115,0,5,100,114,79,0,3,0,0,21,11,2688,1804,1397,407,114,293,884,726,158,6774,6627,5552,1804,1397,2072,60,22,22,49,126,1075,726,158,191,147,131,16,2806,2688,1831,857,2806,2688,118,118,63,36,19
"Census Tract 123","Census Tract 123, Dane County, Wisconsin","55025012300","140","00","55","025","19",,"012300",5304,5304,619.7164,8.5587539401727,8.78843,8.558754,0.229676,5304,2609,2695,5304,357,377,383,221,392,740,841,892,589,318,140,54,37.4,37,37.9,5304,5021,108,11,60,6,20,78,5304,5204,4950,108,9,60,6,2,69,100,71,0,2,0,0,18,9,2138,1440,1132,308,93,215,698,551,147,5304,5304,4440,1440,1132,1610,48,25,20,24,141,864,551,147,166,0,0,0,2270,2138,1469,669,2270,2138,132,132,56,56,20
"Census Tract 124","Census Tract 124, Dane County, Wisconsin","55025012400","140","00","55","025","19",,"012400",4805,4805,85.03342,56.5071961723375,57.24041,56.50719,0.7332173,4805,2444,2361,4805,239,304,377,265,294,393,662,993,805,307,136,30,43.5,43.1,43.8,4805,4669,43,7,22,3,20,41,4805,4693,4586,43,6,22,2,0,34,112,83,0,1,0,1,20,7,1773,1462,1299,163,71,92,311,233,78,4805,4805,4404,1462,1299,1472,39,17,13,34,68,401,233,78,90,0,0,0,1823,1773,1638,135,1823,1773,50,50,8,28,14
"Census Tract 125.01","Census Tract 125.01, Dane County, Wisconsin","55025012501","140","00","55","025","19",,"012501",6551,6551,651.9394,10.0484805335005,10.14181,10.04848,0.09332669,6551,3086,3465,6551,348,434,512,308,408,744,920,1143,870,458,245,161,41.3,39.8,42.4,6551,6289,56,15,69,11,33,78,6551,6421,6199,56,14,69,10,4,69,130,90,0,1,0,1,29,9,2677,1825,1463,362,129,233,852,689,163,6551,6474,5425,1825,1463,1875,58,33,19,42,110,1049,689,163,197,77,57,20,2814,2677,1954,723,2814,2677,137,137,66,49,22
"Census Tract 125.02","Census Tract 125.02, Dane County, Wisconsin","55025012502","140","00","55","025","19",,"012502",5166,5166,454.9973,11.3539136088661,11.49317,11.35391,0.139252,5166,2977,2189,5166,348,435,393,235,362,849,985,877,471,139,55,17,34.6,34.5,34.8,5166,4525,424,15,30,3,80,89,5166,4987,4431,419,15,30,3,15,74,179,94,5,0,0,0,65,15,1567,1199,972,227,59,168,368,280,88,5166,4364,3881,1199,972,1571,15,23,22,12,67,483,280,88,115,802,802,0,1635,1567,1212,355,1635,1567,68,68,17,38,13
"Census Tract 126","Census Tract 126, Dane County, Wisconsin","55025012600","140","00","55","025","19",,"012600",4389,4389,40.9262,107.241825058649,107.6728,107.2418,0.4309313,4389,2214,2175,4389,266,261,324,196,287,421,597,826,663,299,198,51,42.7,42.4,43,4389,4236,19,8,33,0,51,42,4389,4277,4189,16,8,32,0,1,31,112,47,3,0,1,0,50,11,1763,1266,1070,196,84,112,497,391,106,4389,4389,3763,1266,1070,1248,34,24,15,40,66,626,391,106,129,0,0,0,1849,1763,1439,324,1849,1763,86,86,18,29,39
"Census Tract 127","Census Tract 127, Dane County, Wisconsin","55025012700","140","00","55","025","19",,"012700",3867,3867,43.26556,89.3782550343863,89.39847,89.37826,0.02021245,3867,1957,1910,3867,190,243,298,181,212,288,475,850,676,282,140,32,45.6,45.7,45.5,3867,3778,13,6,18,1,23,28,3867,3812,3746,13,6,18,0,3,26,55,32,0,0,0,1,20,2,1500,1157,1026,131,71,60,343,255,88,3867,3867,3420,1157,1026,1113,18,8,18,19,61,447,255,88,104,0,0,0,1583,1500,1321,179,1583,1500,83,83,11,42,30
"Census Tract 128","Census Tract 128, Dane County, Wisconsin","55025012800","140","00","55","025","19",,"012800",7688,7688,417.9072,18.3964296359674,18.40611,18.39643,0.009685373,7688,3711,3977,7688,616,687,623,359,436,1020,1173,1154,736,381,285,218,35.8,34.4,37.4,7688,7394,64,21,46,1,38,124,7688,7558,7312,60,20,46,1,16,103,130,82,4,1,0,0,22,21,2927,2067,1686,381,107,274,860,689,171,7688,7587,6537,2067,1686,2539,52,30,14,36,113,1050,689,171,190,101,101,0,3064,2927,1977,950,3064,2927,137,137,82,33,22
"Census Tract 129","Census Tract 129, Dane County, Wisconsin","55025012900","140","00","55","025","19",,"012900",3746,3746,40.4252,92.6649667874909,94.55897,92.66497,1.894003,3746,1926,1820,3746,164,219,272,171,219,287,473,773,633,350,142,43,45.9,45.8,45.9,3746,3674,3,14,9,1,15,30,3746,3689,3644,2,13,8,1,1,20,57,30,1,1,1,0,14,10,1460,1111,1017,94,46,48,349,256,93,3746,3746,3272,1111,1017,1025,18,22,15,30,34,474,256,93,125,0,0,0,1645,1460,1289,171,1645,1460,185,185,27,132,26
"Census Tract 130","Census Tract 130, Dane County, Wisconsin","55025013000","140","00","55","025","19",,"013000",4220,4220,303.6131,13.899270575771,13.90525,13.89927,0.005977634,4220,2113,2107,4220,282,329,329,194,294,492,658,728,498,230,134,52,38.3,37.5,38.9,4220,4109,28,7,26,0,10,40,4220,4158,4067,28,6,26,0,1,30,62,42,0,1,0,0,9,10,1642,1177,974,203,69,134,465,367,98,4220,4220,3618,1177,974,1341,19,18,14,16,59,602,367,98,137,0,0,0,1720,1642,1210,432,1720,1642,78,78,44,24,10
"Census Tract 131","Census Tract 131, Dane County, Wisconsin","55025013100","140","00","55","025","19",,"013100",4563,4563,92.32965,49.4207417177222,50.21881,49.42074,0.7980658,4563,2324,2239,4563,278,316,288,174,318,549,623,815,608,321,182,91,41.4,40,42.7,4563,4397,33,9,50,0,29,45,4563,4493,4360,32,8,49,0,0,44,70,37,1,1,1,0,29,1,1874,1273,1056,217,70,147,601,477,124,4563,4520,3779,1273,1056,1278,38,19,7,34,74,741,477,124,140,43,43,0,1999,1874,1476,398,1999,1874,125,125,39,62,24
"Census Tract 132","Census Tract 132, Dane County, Wisconsin","55025013200","140","00","55","025","19",,"013200",8573,8573,92.28299,92.8990311924225,93.47955,92.89903,0.5805131,8573,4317,4256,8573,578,629,616,359,592,983,1270,1455,1076,594,299,122,39.4,39.1,39.8,8573,8139,87,19,158,2,84,84,8573,8357,8022,83,16,158,2,4,72,216,117,4,3,0,0,80,12,3246,2430,2045,385,164,221,816,600,216,8573,8573,7484,2430,2045,2598,81,44,45,67,174,1089,600,216,273,0,0,0,3383,3246,2524,722,3383,3246,137,137,57,56,24
"Census Tract 133.01","Census Tract 133.01, Dane County, Wisconsin","55025013301","140","00","55","025","19",,"013301",4432,4432,702.5189,6.3087276852248,6.308728,6.308728,0,4432,2163,2269,4432,341,376,369,199,276,679,752,621,398,207,165,49,34.7,33.9,35.6,4432,4135,98,10,72,3,57,57,4432,4259,4031,89,10,72,3,1,53,173,104,9,0,0,0,56,4,1689,1190,925,265,81,184,499,376,123,4432,4432,3787,1190,925,1432,41,22,22,35,120,645,376,123,146,0,0,0,1753,1689,1182,507,1753,1689,64,64,33,9,22
"Census Tract 133.02","Census Tract 133.02, Dane County, Wisconsin","55025013302","140","00","55","025","19",,"013302",5620,5620,1802.438,3.11799977451633,3.195598,3.118,0.07759804,5620,2731,2889,5620,378,420,478,303,344,713,924,954,654,256,150,46,37.3,36.5,37.9,5620,5257,96,18,77,0,58,114,5620,5430,5142,96,15,76,0,8,93,190,115,0,3,1,0,50,21,2113,1597,1289,308,94,214,516,394,122,5620,5620,4963,1597,1289,1845,41,27,20,38,106,657,394,122,141,0,0,0,2160,2113,1626,487,2160,2113,47,47,8,27,12
"Census Tract 137","Census Tract 137, Dane County, Wisconsin","55025013700","140","00","55","025","19",,"013700",4644,4644,628.1064,7.39365124471619,7.464724,7.393651,0.07107253,4644,2248,2396,4644,320,395,324,184,286,714,716,720,462,266,156,101,36.5,34.6,38.5,4644,4327,63,13,98,4,49,90,4644,4526,4258,62,13,97,4,5,87,118,69,1,0,1,0,44,3,1943,1189,957,232,56,176,754,625,129,4644,4584,3674,1189,957,1367,25,20,21,27,68,910,625,129,156,60,60,0,2076,1943,1218,725,2076,1943,133,133,74,52,7
"Census Tract 9917.02","Census Tract 9917.02, Dane County, Wisconsin","55025991702","140","00","55","025","19",,"991702",0,0,,0,15.44332,0,15.44332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 9917.03","Census Tract 9917.03, Dane County, Wisconsin","55025991703","140","00","55","025","19",,"991703",0,0,,0,5.285357,0,5.285357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 9606","Census Tract 9606, Dodge County, Wisconsin","55027960600","140","00","55","027","17",,"960600",3988,3988,59.79608,66.6933313976744,73.60085,66.69333,6.907523,3988,2055,1933,3988,216,260,273,176,234,356,559,666,544,334,236,134,43.8,42.6,45.1,3988,3845,14,15,14,0,51,49,3988,3786,3709,13,13,14,0,0,37,202,136,1,2,0,0,51,12,1544,1100,926,174,83,91,444,362,82,3988,3868,3320,1100,926,1108,30,21,19,27,89,548,362,82,104,120,102,18,1813,1544,1282,262,1813,1544,269,269,31,207,31
"Census Tract 9617","Census Tract 9617, Dodge County, Wisconsin","55027961700","140","00","55","027","17",,"961700",3058,3058,37.89628,80.6939398947022,81.31905,80.69394,0.6251156,3058,1566,1492,3058,136,175,211,139,205,253,396,580,404,305,190,64,45.3,44.7,46.1,3058,2992,9,7,8,1,12,29,3058,3003,2956,9,4,8,1,1,24,55,36,0,3,0,0,11,5,1210,895,783,112,60,52,315,256,59,3058,3058,2668,895,783,829,42,17,15,28,59,390,256,59,75,0,0,0,1282,1210,942,268,1282,1210,72,72,19,35,18
"Census Tract 9618","Census Tract 9618, Dodge County, Wisconsin","55027961800","140","00","55","027","17",,"961800",4412,4412,33.86958,130.264374970077,132.2821,130.2644,2.017683,4412,2296,2116,4412,240,259,312,182,289,438,591,890,634,361,168,48,43.6,43.3,44,4412,4287,20,13,13,1,49,29,4412,4301,4226,20,13,12,1,3,26,111,61,0,0,1,0,46,3,1760,1284,1071,213,106,107,476,380,96,4412,4409,3816,1284,1071,1260,56,19,12,32,82,593,380,96,117,3,2,1,1922,1760,1462,298,1922,1760,162,162,32,61,69
"Census Tract 9601","Census Tract 9601, Green County, Wisconsin","55045960100","140","00","55","045","16",,"960100",6379,6379,55.78125,114.357422505432,114.3858,114.3574,0.0283592,6379,3271,3108,6379,468,502,462,272,334,789,1021,1087,809,385,180,70,39,39.1,38.9,6379,6219,18,9,24,1,50,58,6379,6257,6146,18,9,24,1,6,53,122,73,0,0,0,0,44,5,2493,1822,1532,290,134,156,671,508,163,6379,6379,5521,1822,1532,1931,38,35,33,30,100,858,508,163,187,0,0,0,2605,2493,2022,471,2605,2493,112,112,21,62,29
"Census Tract 9602","Census Tract 9602, Green County, Wisconsin","55045960200","140","00","55","045","16",,"960200",5684,5684,40.5026,140.336674918957,140.3367,140.3367,0,5684,2842,2842,5684,372,403,416,238,266,604,831,977,798,400,258,121,41.6,41,42,5684,5542,25,6,24,6,39,42,5684,5587,5490,25,4,24,4,6,34,97,52,0,2,0,2,33,8,2201,1617,1390,227,85,142,584,441,143,5684,5604,4858,1617,1390,1639,47,16,28,47,74,746,441,143,162,80,80,0,2337,2201,1842,359,2337,2201,136,136,15,83,38
"Census Tract 9603","Census Tract 9603, Green County, Wisconsin","55045960300","140","00","55","045","16",,"960300",4828,4828,39.35838,122.667638614542,122.9914,122.6676,0.3237938,4828,2426,2402,4828,297,329,322,208,265,466,630,871,711,393,214,122,43.5,42.9,44.2,4828,4674,20,9,38,0,33,54,4828,4739,4629,20,4,38,0,2,46,89,45,0,5,0,0,31,8,1806,1368,1168,200,83,117,438,335,103,4828,4689,4124,1368,1168,1345,56,31,22,40,94,565,335,103,127,139,123,16,1983,1806,1466,340,1983,1806,177,177,39,105,33
"Census Tract 9501","Census Tract 9501, Iowa County, Wisconsin","55049950100","140","00","55","049","15",,"950100",3753,3753,20.20108,185.782111731792,188.5358,185.7821,2.753673,3753,1951,1802,3753,230,266,237,132,198,396,477,674,678,293,136,36,44,43.9,44.2,3753,3667,12,3,19,2,13,37,3753,3708,3638,12,3,19,2,0,34,45,29,0,0,0,0,13,3,1501,1100,928,172,64,108,401,311,90,3753,3753,3245,1100,928,1009,42,32,27,30,77,508,311,90,107,0,0,0,1805,1501,1242,259,1805,1501,304,304,38,220,46
"Census Tract 9505","Census Tract 9505, Iowa County, Wisconsin","55049950500","140","00","55","049","15",,"950500",4755,4755,27.26579,174.394333873362,174.4398,174.3943,0.04542878,4755,2445,2310,4755,311,383,325,201,322,554,687,813,625,315,169,50,39.3,39.2,39.5,4755,4664,19,7,8,1,20,36,4755,4691,4618,19,7,8,1,3,35,64,46,0,0,0,0,17,1,1837,1330,1137,193,85,108,507,402,105,4755,4731,4094,1330,1137,1438,54,22,11,24,78,637,402,105,130,24,0,24,1988,1837,1502,335,1988,1837,151,151,40,77,34
"Census Tract 1004","Census Tract 1004, Jefferson County, Wisconsin","55055100400","140","00","55","055","17",,"100400",5816,5816,72.0587,80.711972410683,81.61076,80.71198,0.8987845,5816,2956,2860,5816,344,373,440,295,434,632,857,977,754,388,232,90,39.8,39.3,40.2,5816,5320,34,12,24,3,352,71,5816,5324,5196,34,11,24,2,0,57,492,124,0,1,0,1,352,14,2265,1563,1285,278,105,173,702,562,140,5816,5797,4929,1563,1285,1763,69,32,21,70,126,868,562,140,166,19,0,19,2401,2265,1784,481,2401,2265,136,136,57,44,35
"Census Tract 1005","Census Tract 1005, Jefferson County, Wisconsin","55055100500","140","00","55","055","17",,"100500",6350,6350,687.8751,9.23132771271527,10.41347,9.231328,1.182143,6350,3086,3264,6350,461,431,429,242,442,910,873,936,742,405,296,183,37.8,36.7,38.9,6350,6103,41,17,29,0,77,83,6350,6122,5979,39,13,29,0,1,61,228,124,2,4,0,0,76,22,2564,1702,1378,324,101,223,862,692,170,6350,6265,5206,1702,1378,1811,91,34,30,39,121,1059,692,170,197,85,79,6,3053,2564,1765,799,3053,2564,489,489,81,368,40
"Census Tract 1006.01","Census Tract 1006.01, Jefferson County, Wisconsin","55055100601","140","00","55","055","17",,"100601",1535,1535,60.2042,25.4965582852121,26.93636,25.49656,1.439804,1535,770,765,1535,78,86,117,65,76,91,236,252,247,154,104,29,45.7,45,46.8,1535,1509,0,4,4,0,11,7,1535,1508,1494,0,4,4,0,0,6,27,15,0,0,0,0,11,1,595,454,419,35,17,18,141,120,21,1535,1519,1356,454,419,423,13,6,8,15,18,163,120,21,22,16,0,16,676,595,537,58,676,595,81,81,1,72,8
