Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T044_001,SE_T044_002,SE_T044_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T063_001,SE_T063_002,SE_T063_003,SE_T063_004,SE_T063_005,SE_T063_006,SE_T063_007,SE_T063_008,SE_T063_009,SE_T063_010,SE_T063_011,SE_T063_012,SE_T063_013,SE_T063_014,SE_T063_015,SE_T063_016,SE_T063_017,SE_T063_018,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T071_001,SE_T071_002,SE_T071_003,SE_T071_004
"Block Group 1","Block Group 1, Census Tract 13.01, Champaign County, Illinois","1697908","99","150","00","2","3","170190013011","17","019","001301","1",2130,2130,3249.101,0.655565971734232,0.6556042,0.655566,3.822412E-05,2130,1033,1097,2130,172,101,76,43,275,573,256,217,181,120,83,33,31,30.1,32.2,2130,1534,177,7,303,0,26,83,2130,2029,1473,173,5,302,0,4,72,101,61,4,2,1,0,22,11,1010,506,377,129,34,95,504,363,141,2130,2130,1444,506,377,472,15,18,14,14,28,686,363,141,182,0,0,0,1040,1010,484,526,1040,1010,30,30,12,7,11
"Block Group 2","Block Group 2, Census Tract 13.01, Champaign County, Illinois","579165","0","150","00","2","3","170190013012","17","019","001301","2",798,798,3568.604,0.223616866178531,0.2236169,0.2236169,0,798,379,419,798,37,33,44,25,54,85,73,118,135,108,68,18,49.5,49.2,49.9,798,697,21,0,54,1,8,17,798,780,687,20,0,54,1,4,14,18,10,1,0,0,0,4,3,363,240,209,31,12,19,123,106,17,798,798,656,240,209,177,2,3,6,8,11,142,106,17,19,0,0,0,372,363,308,55,372,363,9,9,1,8,0
"Block Group 3","Block Group 3, Census Tract 13.01, Champaign County, Illinois","675425","0","150","00","2","3","170190013013","17","019","001301","3",964,964,3696.559,0.260783061543142,0.2607831,0.2607831,0,964,471,493,964,60,56,65,34,58,106,122,134,140,84,83,22,43.7,40,45.7,964,807,95,5,38,0,8,11,964,939,790,95,2,38,0,6,8,25,17,0,3,0,0,2,3,406,277,237,40,9,31,129,110,19,964,960,804,277,237,257,10,3,4,4,12,156,110,19,27,4,0,4,425,406,333,73,425,406,19,19,1,10,8
"Block Group 4","Block Group 4, Census Tract 13.01, Champaign County, Illinois","776789","0","150","00","2","3","170190013014","17","019","001301","4",1266,1266,4221.127,0.299919922408907,0.2999199,0.2999199,0,1266,611,655,1266,81,53,59,46,144,207,120,147,143,102,124,40,38.7,34.1,43.1,1266,965,139,2,119,0,8,33,1266,1218,938,134,2,118,0,1,25,48,27,5,0,1,0,7,8,616,331,266,65,10,55,285,231,54,1266,1249,902,331,266,268,5,10,2,5,15,347,231,54,62,17,8,9,666,616,328,288,666,616,50,50,25,17,8
"Block Group 5","Block Group 5, Census Tract 13.01, Champaign County, Illinois","528908","35356","150","00","2","3","170190013015","17","019","001301","5",923,923,4519.801,0.204212529170019,0.2178636,0.2042125,0.01365103,923,427,496,923,41,33,42,33,54,97,88,132,186,132,68,17,51,49.8,51.6,923,790,45,1,53,0,10,24,923,891,772,45,0,53,0,2,19,32,18,0,1,0,0,8,5,443,264,231,33,5,28,179,161,18,923,923,722,264,231,193,9,6,4,7,8,201,161,18,22,0,0,0,463,443,399,44,463,443,20,20,0,20,0
"Block Group 1","Block Group 1, Census Tract 13.02, Champaign County, Illinois","1359883","0","150","00","2","3","170190013021","17","019","001302","1",1623,1623,3091.112,0.525053784032976,0.5250538,0.5250538,0,1623,714,909,1623,53,60,57,33,96,159,136,181,242,158,199,249,56.5,51.3,59.6,1623,1385,85,1,114,0,3,35,1623,1604,1370,85,1,114,0,0,34,19,15,0,0,0,0,3,1,778,368,323,45,15,30,410,382,28,1623,1448,1005,368,323,254,20,5,10,13,12,443,382,28,33,175,175,0,809,778,447,331,809,778,31,31,10,19,2
"Block Group 2","Block Group 2, Census Tract 13.02, Champaign County, Illinois","6172870","22223","150","00","2","3","170190013022","17","019","001302","2",2576,2576,1080.828,2.38335853293529,2.391939,2.383358,0.008580348,2576,1214,1362,2576,132,146,145,76,138,365,320,370,431,259,162,32,43.6,41.6,46.2,2576,2016,110,4,361,0,13,72,2576,2526,1985,107,2,361,0,4,67,50,31,3,2,0,0,9,5,1193,754,676,78,19,59,439,380,59,2576,2576,2066,754,676,572,14,5,9,19,17,510,380,59,71,0,0,0,1278,1193,851,342,1278,1193,85,85,22,52,11
"Block Group 1","Block Group 1, Census Tract 14, Champaign County, Illinois","4148423","0","150","00","2","3","170190014001","17","019","001400","1",3499,3499,2184.533,1.60171514308174,1.601715,1.601715,0,3499,1947,1552,3499,12,3,1,7,3359,86,20,3,6,2,0,0,19.5,19.5,19.4,3499,2627,202,14,358,19,165,114,3499,3224,2511,199,13,356,19,28,98,275,116,3,1,2,0,137,16,92,26,19,7,2,5,66,50,16,3499,153,71,26,19,19,0,1,0,0,6,82,50,16,16,3346,0,3346,159,92,0,92,159,92,67,67,61,6,0
"Block Group 2","Block Group 2, Census Tract 14, Champaign County, Illinois","1534845","53419","150","00","2","3","170190014002","17","019","001400","2",3378,3378,5700.236,0.592606992773712,0.6132322,0.592607,0.02062519,3378,1552,1826,3378,384,306,189,59,452,637,554,246,249,137,112,53,30.1,30.1,30.2,3378,2405,277,2,572,0,31,91,3378,3267,2334,270,1,571,0,2,89,111,71,7,1,1,0,29,2,1361,771,677,94,19,75,590,412,178,3378,3378,2510,771,677,987,13,9,6,25,22,868,412,178,278,0,0,0,1413,1361,661,700,1413,1361,52,52,33,18,1
"Block Group 1","Block Group 1, Census Tract 53, Champaign County, Illinois","2939269","27847","150","00","2","3","170190053001","17","019","005300","1",2114,2114,1862.788,1.13485815378295,1.14561,1.134858,0.01075179,2114,1181,933,2114,11,3,0,9,1511,504,23,16,19,11,5,2,22.6,23,22.1,2114,756,570,4,647,0,45,92,2114,2041,728,567,4,647,0,17,78,73,28,3,0,0,0,28,14,1444,50,24,26,8,18,1394,1092,302,2114,2114,131,50,24,23,1,15,3,4,11,1983,1092,302,589,0,0,0,1894,1444,34,1410,1894,1444,450,450,432,16,2
"Block Group 2","Block Group 2, Census Tract 53, Champaign County, Illinois","623132","39932","150","00","2","3","170190053002","17","019","005300","2",557,557,2315.117,0.24059262050635,0.2560104,0.2405926,0.01541783,557,273,284,557,34,44,43,34,62,92,76,67,60,24,13,8,31.6,30.5,32.8,557,241,245,2,26,0,11,32,557,543,234,245,2,26,0,7,29,14,7,0,0,0,0,4,3,242,123,67,56,11,45,119,99,20,557,557,414,123,67,157,28,8,7,8,16,143,99,20,24,0,0,0,299,242,100,142,299,242,57,57,46,3,8
"Block Group 3","Block Group 3, Census Tract 53, Champaign County, Illinois","308155","0","150","00","2","3","170190053003","17","019","005300","3",623,623,5236.204,0.118979315734281,0.1189793,0.1189793,0,623,270,353,623,46,43,56,32,62,51,59,74,91,69,33,7,37.6,34.3,40.8,623,31,578,6,0,0,1,7,623,608,29,575,1,0,0,0,3,15,2,3,5,0,0,1,4,247,156,64,92,12,80,91,81,10,623,623,517,156,64,215,41,7,4,13,17,106,81,10,15,0,0,0,271,247,158,89,271,247,24,24,8,6,10
"Block Group 4","Block Group 4, Census Tract 53, Champaign County, Illinois","745072","0","150","00","2","3","170190053004","17","019","005300","4",1089,1089,3785.536,0.287673919724725,0.2876739,0.2876739,0,1089,543,546,1089,71,36,30,39,280,232,84,109,87,57,44,20,27.5,25.7,30.5,1089,395,506,1,131,0,25,31,1089,1048,380,503,1,130,0,4,30,41,15,3,0,1,0,21,1,435,162,61,101,18,83,273,143,130,1089,946,488,162,61,184,30,9,8,12,22,458,143,130,185,143,143,0,549,435,130,305,549,435,114,114,101,5,8
"Block Group 1","Block Group 1, Census Tract 54.01, Champaign County, Illinois","2126745","29647","150","00","2","3","170190054011","17","019","005401","1",503,503,612.5624,0.82114087015075,0.8325877,0.8211409,0.01144677,503,257,246,503,30,26,31,10,46,73,62,80,68,55,14,8,41.2,39.8,42.5,503,438,42,2,5,0,8,8,503,479,421,42,1,5,0,2,8,24,17,0,1,0,0,6,0,233,121,73,48,14,34,112,88,24,503,503,362,121,73,137,6,4,2,8,11,141,88,24,29,0,0,0,249,233,171,62,249,233,16,16,7,4,5
"Block Group 2","Block Group 2, Census Tract 54.01, Champaign County, Illinois","574246","4116","150","00","2","3","170190054012","17","019","005401","2",736,736,3319.538,0.221717629579751,0.2233068,0.2217176,0.001589197,736,378,358,736,52,38,47,48,84,169,76,78,70,34,26,14,29.5,29.1,30,736,487,160,2,30,1,25,31,736,658,449,155,1,30,0,1,22,78,38,5,1,0,1,24,9,305,148,82,66,17,49,157,108,49,736,690,479,148,82,168,13,5,5,16,42,211,108,49,54,46,46,0,359,305,138,167,359,305,54,54,39,4,11
"Block Group 3","Block Group 3, Census Tract 54.01, Champaign County, Illinois","1151991","0","150","00","2","3","170190054013","17","019","005401","3",667,667,1499.597,0.444786230669795,0.4447862,0.4447862,0,667,301,366,667,27,38,30,17,54,109,66,89,94,69,54,20,43.8,43.8,43.8,667,506,89,6,30,1,10,25,667,636,496,86,4,30,1,0,19,31,10,3,2,0,0,10,6,334,161,117,44,10,34,173,144,29,667,667,462,161,117,138,17,3,5,5,16,205,144,29,32,0,0,0,391,334,200,134,391,334,57,57,49,5,3
"Block Group 4","Block Group 4, Census Tract 54.01, Champaign County, Illinois","488827","0","150","00","2","3","170190054014","17","019","005401","4",1113,1113,5897.09,0.188737167894214,0.1887372,0.1887372,0,1113,571,542,1113,124,99,61,30,115,228,137,146,91,61,15,6,30.1,30.4,29.7,1113,657,131,19,62,2,180,62,1113,725,486,125,11,62,2,2,37,388,171,6,8,0,0,178,25,458,245,136,109,41,68,213,183,30,1113,1113,861,245,136,329,33,24,5,26,63,252,183,30,39,0,0,0,486,458,258,200,486,458,28,28,18,7,3
"Block Group 5","Block Group 5, Census Tract 54.01, Champaign County, Illinois","426664","0","150","00","2","3","170190054015","17","019","005401","5",1151,1151,6986.941,0.164735898390263,0.1647359,0.1647359,0,1151,583,568,1151,66,31,23,5,263,454,116,88,62,27,8,8,27.5,27.9,27.1,1151,723,168,2,187,0,23,48,1151,1093,696,167,2,186,0,0,42,58,27,1,0,1,0,23,6,708,192,126,66,18,48,516,413,103,1151,1151,518,192,126,144,2,15,2,12,25,633,413,103,117,0,0,0,802,708,48,660,802,708,94,94,88,0,6
"Block Group 1","Block Group 1, Census Tract 54.02, Champaign County, Illinois","1312899","0","150","00","2","3","170190054021","17","019","005402","1",797,797,1572.261,0.50691315944321,0.5069132,0.5069132,0,797,385,412,797,64,55,66,31,65,122,111,108,104,49,11,11,34.7,34.7,34.8,797,617,29,4,29,0,86,32,797,624,534,29,4,29,0,0,28,173,83,0,0,0,0,86,4,322,200,126,74,15,59,122,97,25,797,797,648,200,126,233,29,12,2,16,30,149,97,25,27,0,0,0,347,322,283,39,347,322,25,25,4,19,2
"Block Group 2","Block Group 2, Census Tract 54.02, Champaign County, Illinois","12025560","75646","150","00","2","3","170190054022","17","019","005402","2",837,837,180.2677,4.64309487148203,4.672302,4.643095,0.02920708,837,430,407,837,42,30,36,29,74,88,81,136,173,90,48,10,47.8,48.8,47,837,753,42,2,15,0,9,16,837,821,748,42,1,15,0,2,13,16,5,0,1,0,0,7,3,371,246,196,50,16,34,125,91,34,837,837,671,246,196,181,9,2,7,12,18,166,91,34,41,0,0,0,395,371,279,92,395,371,24,24,6,12,6
"Block Group 3","Block Group 3, Census Tract 54.02, Champaign County, Illinois","1711500","0","150","00","2","3","170190054023","17","019","005402","3",1293,1293,1956.678,0.660813872496707,0.6608139,0.6608139,0,1293,633,660,1293,83,76,72,34,71,189,173,229,184,102,67,13,41.7,39.7,43.8,1293,1054,53,3,66,0,80,37,1293,1172,1015,53,3,66,0,10,25,121,39,0,0,0,0,70,12,567,365,286,79,22,57,202,169,33,1293,1293,1052,365,286,320,22,12,8,20,19,241,169,33,39,0,0,0,636,567,491,76,636,567,69,69,38,15,16
"Block Group 1","Block Group 1, Census Tract 55, Champaign County, Illinois","840956","0","150","00","2","3","170190055001","17","019","005500","1",653,653,2011.119,0.32469494067154,0.3246949,0.3246949,0,653,335,318,653,34,26,22,28,92,162,88,101,61,23,13,3,31.7,31.7,31.8,653,493,90,3,22,0,21,24,653,604,475,90,1,21,0,0,17,49,18,0,2,1,0,21,7,351,124,77,47,11,36,227,188,39,653,637,364,124,77,133,9,1,1,2,17,273,188,39,46,16,0,16,394,351,111,240,394,351,43,43,30,7,6
"Block Group 2","Block Group 2, Census Tract 55, Champaign County, Illinois","6785924","0","150","00","2","3","170190055002","17","019","005500","2",1272,1272,485.4851,2.62006001572208,2.62006,2.62006,0,1272,613,659,1272,72,68,58,38,99,140,146,200,213,142,83,13,46.1,44.4,46.8,1272,1046,76,5,66,0,31,48,1272,1208,1022,75,5,66,0,0,40,64,24,1,0,0,0,31,8,551,366,301,65,19,46,185,147,38,1272,1272,1040,366,301,299,15,11,14,13,21,232,147,38,47,0,0,0,591,551,443,108,591,551,40,40,12,18,10
"Block Group 3","Block Group 3, Census Tract 55, Champaign County, Illinois","1430842","0","150","00","2","3","170190055003","17","019","005500","3",1958,1958,3544.204,0.552451208268146,0.5524512,0.5524512,0,1958,932,1026,1958,137,111,125,94,223,286,219,244,181,118,82,138,35.1,31,39.8,1958,1075,733,6,42,1,25,76,1958,1867,1035,716,6,41,1,4,64,91,40,17,0,1,0,21,12,617,396,205,191,38,153,221,180,41,1958,1582,1309,396,205,520,59,14,21,42,52,273,180,41,52,376,376,0,657,617,393,224,657,617,40,40,17,18,5
"Block Group 4","Block Group 4, Census Tract 55, Champaign County, Illinois","771038","0","150","00","2","3","170190055004","17","019","005500","4",1132,1132,3802.493,0.297699448800535,0.2976995,0.2976995,0,1132,563,569,1132,90,57,46,39,94,255,146,170,129,55,36,15,34.2,34.4,34.1,1132,929,130,9,21,2,9,32,1132,1091,904,130,7,21,2,1,26,41,25,0,2,0,0,8,6,527,267,180,87,26,61,260,182,78,1132,1124,770,267,180,251,14,10,8,11,29,354,182,78,94,8,0,8,585,527,297,230,585,527,58,58,28,7,23
"Block Group 5","Block Group 5, Census Tract 55, Champaign County, Illinois","261583","0","150","00","2","3","170190055005","17","019","005500","5",620,620,6138.75,0.100997765240611,0.1009978,0.1009978,0,620,302,318,620,28,28,18,17,85,160,78,69,66,30,30,11,32.8,30.3,35,620,515,50,1,33,0,9,12,620,590,496,49,1,33,0,0,11,30,19,1,0,0,0,9,1,343,111,87,24,7,17,232,186,46,620,612,319,111,87,109,2,2,3,0,5,293,186,46,61,8,8,0,359,343,136,207,359,343,16,16,12,3,1
"Block Group 1","Block Group 1, Census Tract 56, Champaign County, Illinois","596159","0","150","00","2","3","170190056001","17","019","005600","1",1567,1567,6807.767,0.230178286540324,0.2301783,0.2301783,0,1567,730,837,1567,144,138,105,75,165,263,195,171,157,95,48,11,30.5,29.1,32.1,1567,759,646,10,37,0,52,63,1567,1451,708,642,2,36,0,4,59,116,51,4,8,1,0,48,4,635,383,213,170,28,142,252,210,42,1567,1567,1246,383,213,513,29,22,9,29,48,321,210,42,69,0,0,0,791,635,345,290,791,635,156,156,145,9,2
"Block Group 2","Block Group 2, Census Tract 56, Champaign County, Illinois","398590","0","150","00","2","3","170190056002","17","019","005600","2",1002,1002,6510.871,0.153896465929572,0.1538965,0.1538965,0,1002,455,547,1002,62,42,49,40,99,164,115,116,110,78,77,50,38.4,32.3,45.6,1002,722,181,7,34,0,27,31,1002,951,712,177,0,34,0,0,28,51,10,4,7,0,0,27,3,510,233,145,88,21,67,277,239,38,1002,1002,683,233,145,221,15,13,9,25,22,319,239,38,42,0,0,0,544,510,274,236,544,510,34,34,16,11,7
"Block Group 3","Block Group 3, Census Tract 56, Champaign County, Illinois","314145","0","150","00","2","3","170190056003","17","019","005600","3",632,632,5210.563,0.121292067762476,0.1212921,0.1212921,0,632,313,319,632,42,36,28,11,58,159,94,79,60,33,20,12,33,31.8,34.2,632,503,52,5,34,0,6,32,632,601,483,52,0,34,0,0,32,31,20,0,5,0,0,6,0,315,124,82,42,10,32,191,137,54,632,632,362,124,82,132,5,3,2,5,9,270,137,54,79,0,0,0,334,315,217,98,334,315,19,19,7,8,4
"Block Group 4","Block Group 4, Census Tract 56, Champaign County, Illinois","331021","0","150","00","2","3","170190056004","17","019","005600","4",1035,1035,8098.089,0.12780792806762,0.1278079,0.1278079,0,1035,533,502,1035,63,43,27,21,195,383,113,79,64,15,20,12,27.7,27.7,27.7,1035,662,97,2,195,2,27,50,1035,959,626,96,2,194,2,4,35,76,36,1,0,1,0,23,15,525,211,153,58,16,42,314,207,107,1035,1035,588,211,153,168,6,22,4,7,17,447,207,107,133,0,0,0,566,525,150,375,566,525,41,41,34,5,2
"Block Group 5","Block Group 5, Census Tract 56, Champaign County, Illinois","19265490","331","150","00","2","3","170190056005","17","019","005600","5",2617,2617,351.8207,7.43844759126297,7.438575,7.438447,0.0001277998,2617,1243,1374,2617,274,203,144,116,221,557,351,332,259,100,43,17,31,30.6,31.3,2617,1592,681,4,229,1,40,70,2617,2490,1508,678,2,226,1,11,64,127,84,3,2,3,0,29,6,1024,694,503,191,39,152,330,238,92,2617,2617,2182,694,503,815,30,29,16,39,56,435,238,92,105,0,0,0,1077,1024,709,315,1077,1024,53,53,18,30,5
"Block Group 1","Block Group 1, Census Tract 57.01, Champaign County, Illinois","634004","0","150","00","2","3","170190057011","17","019","005701","1",1368,1368,5588.456,0.24479032335285,0.2447903,0.2447903,0,1368,650,718,1368,109,70,63,37,154,249,128,155,147,107,96,53,35.1,34,36.4,1368,895,319,0,88,0,19,47,1368,1310,870,316,0,88,0,0,36,58,25,3,0,0,0,19,11,656,330,229,101,19,82,326,266,60,1368,1368,965,330,229,317,12,18,8,9,42,403,266,60,77,0,0,0,735,656,295,361,735,656,79,79,62,14,3
"Block Group 2","Block Group 2, Census Tract 57.01, Champaign County, Illinois","501024","0","150","00","2","3","170190057012","17","019","005701","2",1464,1464,7567.986,0.193446456122577,0.1934465,0.1934465,0,1464,727,737,1464,102,70,50,38,182,276,174,189,160,92,96,35,35.8,34,38,1464,861,323,13,147,0,52,68,1464,1327,818,310,4,146,0,2,47,137,43,13,9,1,0,50,21,766,327,213,114,22,92,439,364,75,1464,1464,924,327,213,291,22,10,11,20,30,540,364,75,101,0,0,0,920,766,270,496,920,766,154,154,102,21,31
"Block Group 3","Block Group 3, Census Tract 57.01, Champaign County, Illinois","599326","0","150","00","2","3","170190057013","17","019","005701","3",833,833,3599.811,0.23140107212852,0.2314011,0.2314011,0,833,427,406,833,37,51,41,24,39,84,89,132,160,101,54,21,50,47.2,51.4,833,682,31,0,83,0,15,22,833,800,662,31,0,83,0,5,19,33,20,0,0,0,0,10,3,360,256,234,22,6,16,104,89,15,833,833,699,256,234,182,6,2,6,7,6,134,89,15,30,0,0,0,375,360,337,23,375,360,15,15,2,10,3
"Block Group 4","Block Group 4, Census Tract 57.01, Champaign County, Illinois","876420","0","150","00","2","3","170190057014","17","019","005701","4",1401,1401,4140.222,0.338387668205413,0.3383877,0.3383877,0,1401,672,729,1401,79,72,66,52,108,162,152,235,209,136,112,18,45.6,42.9,47.5,1401,1134,91,3,132,0,16,25,1401,1371,1109,91,1,132,0,13,25,30,25,0,2,0,0,3,0,614,420,342,78,15,63,194,169,25,1401,1388,1165,420,342,341,12,7,9,5,29,223,169,25,29,13,0,13,644,614,436,178,644,614,30,30,9,11,10
"Block Group 1","Block Group 1, Census Tract 57.02, Champaign County, Illinois","17337221","44","150","00","2","3","170190057021","17","019","005702","1",3015,3015,450.4075,6.69393835029352,6.693955,6.693938,1.69885E-05,3015,1265,1750,3015,149,90,84,60,476,491,221,306,336,233,286,283,41.4,36.8,45.9,3015,2177,500,8,208,0,56,66,3015,2892,2119,495,8,208,0,13,49,123,58,5,0,0,0,43,17,1514,689,559,130,39,91,825,633,192,3015,2874,1808,689,559,472,12,14,9,18,35,1066,633,192,241,141,141,0,1664,1514,671,843,1664,1514,150,150,123,20,7
"Block Group 1","Block Group 1, Census Tract 58, Champaign County, Illinois","120615","1529","150","00","2","3","170190058001","17","019","005800","1",879,879,18874.93,0.046569713836512,0.04716006,0.04656971,0.0005903502,879,506,373,879,13,4,5,1,626,167,19,27,11,3,1,2,22.5,22.6,22.3,879,551,32,1,258,1,14,22,879,831,520,32,1,256,1,3,18,48,31,0,0,2,0,11,4,368,41,27,14,10,4,327,115,212,879,879,112,41,27,25,0,9,0,2,8,767,115,212,440,0,0,0,389,368,24,344,389,368,21,21,17,1,3
