Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T044_001,SE_T044_002,SE_T044_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T063_001,SE_T063_002,SE_T063_003,SE_T063_004,SE_T063_005,SE_T063_006,SE_T063_007,SE_T063_008,SE_T063_009,SE_T063_010,SE_T063_011,SE_T063_012,SE_T063_013,SE_T063_014,SE_T063_015,SE_T063_016,SE_T063_017,SE_T063_018,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T071_001,SE_T071_002,SE_T071_003,SE_T071_004
"Block Group 1","Block Group 1, Census Tract 2, Champaign County, Illinois","748559","0","150","00","2","3","170190002001","17","019","000200","1",848,848,2934.05,0.289020258008917,0.2890203,0.2890203,0,848,363,485,848,82,90,87,47,95,97,85,110,53,49,38,15,27.6,22.4,30.7,848,29,779,3,5,0,9,23,848,822,25,771,3,5,0,3,15,26,4,8,0,0,0,6,8,316,204,57,147,19,128,112,95,17,848,848,717,204,57,346,30,14,13,25,28,131,95,17,19,0,0,0,346,316,128,188,346,316,30,30,17,4,9
"Block Group 2","Block Group 2, Census Tract 2, Champaign County, Illinois","666814","0","150","00","2","3","170190002002","17","019","000200","2",845,845,3282.084,0.257458335714297,0.2574583,0.2574583,0,845,394,451,845,67,63,52,39,111,100,107,110,104,45,28,19,34.1,30,35.7,845,90,685,1,5,0,31,33,845,803,86,680,1,5,0,0,31,42,4,5,0,0,0,31,2,300,169,71,98,15,83,131,103,28,845,807,620,169,71,241,51,13,5,32,38,187,103,28,56,38,0,38,354,300,138,162,354,300,54,54,34,5,15
"Block Group 1","Block Group 1, Census Tract 3.01, Champaign County, Illinois","230209","0","150","00","2","3","170190003011","17","019","000301","1",1679,1679,18889.75,0.0888841956024507,0.0888842,0.0888842,0,1679,1051,628,1679,1,0,1,3,1458,159,25,18,12,0,2,0,21.7,21.7,21.8,1679,1271,92,2,200,1,79,34,1679,1513,1197,89,0,196,1,5,25,166,74,3,2,4,0,74,9,820,30,14,16,10,6,790,405,385,1679,1679,86,30,14,6,0,15,0,1,20,1593,405,385,803,0,0,0,859,820,1,819,859,820,39,39,38,0,1
"Block Group 2","Block Group 2, Census Tract 3.01, Champaign County, Illinois","226581","634","150","00","2","3","170190003012","17","019","000301","2",3140,3140,35892.52,0.0874834169115842,0.0877282,0.08748341,0.0002447888,3140,1641,1499,3140,12,3,1,2,2879,129,10,9,9,19,19,48,21.7,21.7,21.6,3140,2346,106,6,510,1,88,83,3140,2925,2242,99,5,504,1,10,64,215,104,7,1,6,0,78,19,1150,42,15,27,13,14,1108,244,864,3140,2975,122,42,15,16,5,20,0,5,19,2853,244,864,1745,165,89,76,1237,1150,3,1147,1237,1150,87,87,67,0,20
"Block Group 1","Block Group 1, Census Tract 3.02, Champaign County, Illinois","202863","0","150","00","2","3","170190003021","17","019","000302","1",502,502,6409.123,0.078325845525153,0.07832585,0.07832585,0,502,323,179,502,2,0,2,0,293,91,17,40,43,6,4,4,23.4,23.8,22.8,502,307,85,3,77,0,21,9,502,447,279,82,1,77,0,2,6,55,28,3,2,0,0,19,3,284,20,9,11,9,2,264,159,105,502,502,45,20,9,5,1,7,0,0,3,457,159,105,193,0,0,0,301,284,9,275,301,284,17,17,14,2,1
"Block Group 2","Block Group 2, Census Tract 3.02, Champaign County, Illinois","109186","0","150","00","2","3","170190003022","17","019","000302","2",1485,1485,35225.51,0.0421569520785424,0.04215695,0.04215695,0,1485,946,539,1485,2,0,0,0,1099,336,27,14,4,3,0,0,22.6,22.8,22.4,1485,695,35,1,666,0,29,59,1485,1405,666,34,0,658,0,1,46,80,29,1,1,8,0,28,13,888,31,18,13,1,12,857,536,321,1485,1485,74,31,18,2,0,11,0,1,11,1411,536,321,554,0,0,0,903,888,1,887,903,888,15,15,15,0,0
"Block Group 3","Block Group 3, Census Tract 3.02, Champaign County, Illinois","115588","0","150","00","2","3","170190003023","17","019","000302","3",1385,1385,31033.79,0.0446287782028334,0.04462878,0.04462878,0,1385,912,473,1385,4,0,0,0,1022,309,26,13,9,2,0,0,22.6,22.7,22.4,1385,694,60,3,543,0,36,49,1385,1312,664,58,3,541,0,2,44,73,30,2,0,2,0,34,5,799,43,29,14,9,5,756,436,320,1385,1385,98,43,29,9,0,10,0,2,5,1287,436,320,531,0,0,0,839,799,3,796,839,799,40,40,38,0,2
"Block Group 1","Block Group 1, Census Tract 4.01, Champaign County, Illinois","165254","0","150","00","2","3","170190004011","17","019","000401","1",2527,2527,39605.09,0.0638049288259251,0.06380493,0.06380493,0,2527,1204,1323,2527,6,3,2,1,2397,92,15,5,4,1,1,0,20.2,20.3,20.2,2527,1856,82,5,493,0,27,64,2527,2396,1763,78,4,491,0,3,57,131,93,4,1,2,0,24,7,184,5,1,4,2,2,179,160,19,2527,246,17,5,1,11,0,0,0,0,0,229,160,19,50,2281,0,2281,186,184,1,183,186,184,2,2,2,0,0
"Block Group 2","Block Group 2, Census Tract 4.01, Champaign County, Illinois","89888","0","150","00","2","3","170190004012","17","019","000401","2",2316,2316,66732.07,0.0347059523055705,0.03470595,0.03470595,0,2316,1252,1064,2316,9,3,4,2,2214,66,7,6,3,2,0,0,20.4,20.5,20.3,2316,1944,31,4,238,5,43,51,2316,2171,1853,30,2,236,5,3,42,145,91,1,2,2,0,40,9,355,21,5,16,5,11,334,113,221,2316,913,59,21,5,20,0,8,1,2,2,854,113,221,520,1403,0,1403,384,355,0,355,384,355,29,29,6,22,1
"Block Group 1","Block Group 1, Census Tract 4.02, Champaign County, Illinois","171907","0","150","00","2","3","170190004021","17","019","000402","1",1712,1712,25793.36,0.0663736665961387,0.06637367,0.06637367,0,1712,983,729,1712,12,5,3,3,1580,92,6,6,5,0,0,0,21.7,21.8,21.7,1712,1403,78,4,133,2,47,45,1712,1579,1334,75,2,128,2,2,36,133,69,3,2,5,0,45,9,662,40,6,34,17,17,622,222,400,1712,1596,112,40,6,24,0,19,0,10,13,1484,222,400,862,116,0,116,687,662,1,661,687,662,25,25,20,3,2
"Block Group 2","Block Group 2, Census Tract 4.02, Champaign County, Illinois","151735","0","150","00","2","3","170190004022","17","019","000402","2",2219,2219,37876.45,0.0585852135222248,0.05858522,0.05858522,0,2219,1295,924,2219,16,2,3,2,2114,65,5,4,5,0,1,2,21.3,21.2,21.3,2219,1819,58,4,225,1,68,44,2219,2050,1727,58,2,221,1,8,33,169,92,0,2,4,0,60,11,632,24,8,16,11,5,608,214,394,2219,1644,90,24,8,18,0,11,1,11,17,1554,214,394,946,575,0,575,661,632,2,630,661,632,29,29,28,1,0
"Block Group 1","Block Group 1, Census Tract 5, Champaign County, Illinois","305569","0","150","00","2","3","170190005001","17","019","000500","1",821,821,6958.756,0.117980855509755,0.1179809,0.1179809,0,821,428,393,821,44,24,23,21,197,253,76,74,63,21,18,7,27.7,26.9,29.5,821,612,104,0,38,0,31,36,821,769,593,104,0,38,0,0,34,52,19,0,0,0,0,31,2,399,144,85,59,13,46,255,162,93,821,821,419,144,85,123,15,15,7,10,20,402,162,93,147,0,0,0,413,399,132,267,413,399,14,14,8,1,5
"Block Group 2","Block Group 2, Census Tract 5, Champaign County, Illinois","374427","0","150","00","2","3","170190005002","17","019","000500","2",634,634,4385.507,0.14456707907527,0.1445671,0.1445671,0,634,317,317,634,34,37,38,21,44,104,77,115,92,39,18,15,40.4,37.5,42.4,634,578,23,7,9,0,2,15,634,614,565,23,3,9,0,1,13,20,13,0,4,0,0,1,2,286,177,147,30,8,22,109,81,28,634,634,493,177,147,162,1,1,1,0,4,141,81,28,32,0,0,0,296,286,235,51,296,286,10,10,3,4,3
"Block Group 3","Block Group 3, Census Tract 5, Champaign County, Illinois","433786","0","150","00","2","3","170190005003","17","019","000500","3",1565,1565,9344.08,0.167485718080547,0.1674857,0.1674857,0,1565,871,694,1565,54,36,27,22,475,435,156,161,129,38,21,11,27.4,27.4,27.5,1565,1247,136,6,111,0,34,31,1565,1443,1165,135,5,110,0,1,27,122,82,1,1,1,0,33,4,853,223,170,53,18,35,630,426,204,1565,1554,607,223,170,153,7,13,7,15,19,947,426,204,317,11,0,11,903,853,172,681,903,853,50,50,32,15,3
"Block Group 4","Block Group 4, Census Tract 5, Champaign County, Illinois","759317","0","150","00","2","3","170190005004","17","019","000500","4",899,899,3066.439,0.293173945207468,0.2931739,0.2931739,0,899,487,412,899,36,41,23,18,122,174,118,113,129,57,50,18,37.7,36.2,40.3,899,726,70,1,66,0,13,23,899,873,713,66,1,66,0,7,20,26,13,4,0,0,0,6,3,476,200,155,45,16,29,276,211,65,899,899,542,200,155,158,2,7,4,2,14,357,211,65,81,0,0,0,495,476,237,239,495,476,19,19,6,7,6
"Block Group 1","Block Group 1, Census Tract 7, Champaign County, Illinois","238109","0","150","00","2","3","170190007001","17","019","000700","1",850,850,9245.723,0.0919344027848778,0.09193441,0.09193441,0,850,469,381,850,103,90,69,33,109,156,126,86,40,26,11,1,26.4,25.5,27.9,850,244,104,1,54,0,435,12,850,241,84,99,0,49,0,0,9,609,160,5,1,5,0,435,3,267,195,129,66,32,34,72,53,19,850,850,758,195,129,323,19,23,6,26,37,92,53,19,20,0,0,0,279,267,219,48,279,267,12,12,1,9,2
"Block Group 2","Block Group 2, Census Tract 7, Champaign County, Illinois","861449","0","150","00","2","3","170190007002","17","019","000700","2",963,963,2895.306,0.332607332543626,0.3326073,0.3326073,0,963,478,485,963,66,68,76,53,113,161,128,128,97,41,22,10,30.9,28.5,33.4,963,388,499,2,15,1,35,23,963,860,341,480,2,15,0,1,21,103,47,19,0,0,1,34,2,373,215,87,128,23,105,158,110,48,963,963,742,215,87,313,37,17,8,24,41,221,110,48,63,0,0,0,416,373,173,200,416,373,43,43,22,16,5
"Block Group 3","Block Group 3, Census Tract 7, Champaign County, Illinois","1474996","64","150","00","2","3","170190007003","17","019","000700","3",1837,1837,3225.641,0.569499163702689,0.5695239,0.5694991,2.471054E-05,1837,980,857,1837,164,112,120,81,218,292,287,251,171,87,32,22,32.1,31.6,32.8,1837,735,819,3,56,0,172,52,1837,1562,653,814,2,56,0,1,36,275,82,5,1,0,0,171,16,758,407,195,212,58,154,351,279,72,1837,1837,1386,407,195,542,41,53,13,56,79,451,279,72,100,0,0,0,838,758,336,422,838,758,80,80,63,7,10
"Block Group 1","Block Group 1, Census Tract 8, Champaign County, Illinois","3498224","32","150","00","2","3","170190008001","17","019","000800","1",2391,2391,1770.23,1.35067189500492,1.350684,1.350672,1.235527E-05,2391,1184,1207,2391,228,160,133,55,285,646,308,201,178,94,68,35,29.4,29.8,29,2391,1102,711,11,336,2,148,81,2391,2086,986,689,2,335,2,3,69,305,116,22,9,1,0,145,12,1030,542,336,206,49,157,488,380,108,2391,2342,1730,542,336,613,31,53,20,50,85,612,380,108,124,49,49,0,1125,1030,226,804,1125,1030,95,95,81,9,5
"Block Group 2","Block Group 2, Census Tract 8, Champaign County, Illinois","8690533","24","150","00","2","3","170190008002","17","019","000800","2",2453,2453,731.053,3.35543369312908,3.355443,3.355434,9.266452E-06,2453,1196,1257,2453,220,130,71,55,606,693,281,160,136,70,25,6,26.8,27.1,26.4,2453,1309,535,8,461,0,39,101,2453,2322,1240,529,8,461,0,4,80,131,69,6,0,0,0,35,21,1099,531,347,184,49,135,568,366,202,2453,2419,1549,531,347,501,11,42,28,40,49,870,366,202,302,34,0,34,1275,1099,435,664,1275,1099,176,176,110,47,19
"Block Group 1","Block Group 1, Census Tract 9.01, Champaign County, Illinois","675141","0","150","00","2","3","170190009011","17","019","000901","1",755,755,2896.344,0.260673408525445,0.2606734,0.2606734,0,755,360,395,755,59,49,51,29,109,177,81,96,66,12,15,11,27.9,29.2,27.3,755,378,278,4,27,1,19,48,755,702,352,277,3,27,1,1,41,53,26,1,1,0,0,18,7,326,152,65,87,23,64,174,122,52,755,755,520,152,65,207,24,15,13,16,28,235,122,52,61,0,0,0,364,326,112,214,364,326,38,38,21,8,9
"Block Group 2","Block Group 2, Census Tract 9.01, Champaign County, Illinois","1377571","0","150","00","2","3","170190009012","17","019","000901","2",2335,2335,4390.062,0.531883159304213,0.5318832,0.5318832,0,2335,1064,1271,2335,245,227,211,167,306,340,266,238,185,84,49,17,25.3,22.1,27.4,2335,544,1622,2,38,5,47,77,2335,2240,511,1607,1,38,5,5,73,95,33,15,1,0,0,42,4,846,545,167,378,46,332,301,231,70,2335,2335,1943,545,167,904,127,37,19,52,92,392,231,70,91,0,0,0,1039,846,265,581,1039,846,193,193,156,23,14
"Block Group 3","Block Group 3, Census Tract 9.01, Champaign County, Illinois","689645","0","150","00","2","3","170190009013","17","019","000901","3",1777,1777,6673.591,0.266273434471511,0.2662734,0.2662734,0,1777,858,919,1777,176,159,145,93,165,284,236,227,131,68,73,20,30.2,29.5,30.8,1777,725,734,12,91,1,133,81,1777,1527,651,715,5,91,1,0,64,250,74,19,7,0,0,133,17,652,444,233,211,47,164,208,164,44,1777,1777,1511,444,233,601,73,25,12,60,63,266,164,44,58,0,0,0,700,652,348,304,700,652,48,48,22,20,6
"Block Group 1","Block Group 1, Census Tract 9.02, Champaign County, Illinois","15091899","139","150","00","2","3","170190009021","17","019","000902","1",3862,3862,662.775,5.82701502864106,5.827069,5.827015,5.36682E-05,3862,1830,2032,3862,359,265,227,136,325,815,627,545,322,152,73,16,32.4,31.6,33,3862,2816,452,10,413,1,50,120,3862,3687,2713,447,8,410,1,4,104,175,103,5,2,3,0,46,16,1499,1035,862,173,38,135,464,329,135,3862,3862,3210,1035,862,1122,36,27,22,42,64,652,329,135,188,0,0,0,1588,1499,1192,307,1588,1499,89,89,41,44,4
"Block Group 2","Block Group 2, Census Tract 9.02, Champaign County, Illinois","4510921","0","150","00","2","3","170190009022","17","019","000902","2",1924,1924,1104.683,1.74167640931155,1.741676,1.741676,0,1924,940,984,1924,138,109,76,58,277,425,215,270,181,82,71,22,31.6,30.2,33.2,1924,1354,370,3,102,7,24,64,1924,1844,1302,366,2,102,6,6,60,80,52,4,1,0,1,18,4,918,398,273,125,29,96,520,412,108,1924,1816,1162,398,273,379,20,29,13,14,36,654,412,108,134,108,0,108,973,918,516,402,973,918,55,55,27,16,12
"Block Group 1","Block Group 1, Census Tract 10, Champaign County, Illinois","489458","0","150","00","2","3","170190010001","17","019","001000","1",644,644,3407.754,0.188980798366633,0.1889808,0.1889808,0,644,303,341,644,39,22,34,13,61,152,83,88,75,32,36,9,35.1,35.1,35.1,644,555,49,1,13,0,3,23,644,625,542,49,0,13,0,1,20,19,13,0,1,0,0,2,3,308,174,131,43,13,30,134,94,40,644,644,464,174,131,119,8,5,3,5,19,180,94,40,46,0,0,0,328,308,212,96,328,308,20,20,2,11,7
"Block Group 2","Block Group 2, Census Tract 10, Champaign County, Illinois","373638","0","150","00","2","3","170190010002","17","019","001000","2",597,597,4138.291,0.144262444459202,0.1442624,0.1442624,0,597,276,321,597,19,32,36,15,39,78,64,96,105,52,40,21,47.4,47,47.6,597,550,10,3,16,0,3,15,597,582,541,10,3,16,0,0,12,15,9,0,0,0,0,3,3,276,160,143,17,3,14,116,94,22,597,597,448,160,143,115,5,5,2,9,9,149,94,22,33,0,0,0,299,276,224,52,299,276,23,23,8,12,3
"Block Group 3","Block Group 3, Census Tract 10, Champaign County, Illinois","321717","0","150","00","2","3","170190010003","17","019","001000","3",638,638,5136.229,0.124215633431506,0.1242156,0.1242156,0,638,316,322,638,39,32,26,22,50,137,90,96,73,36,24,13,36.1,34.4,38,638,573,24,2,19,0,8,12,638,623,568,24,0,19,0,0,12,15,5,0,2,0,0,8,0,301,167,129,38,10,28,134,106,28,638,638,473,167,129,150,3,5,2,6,11,165,106,28,31,0,0,0,315,301,205,96,315,301,14,14,4,10,0
"Block Group 4","Block Group 4, Census Tract 10, Champaign County, Illinois","484580","0","150","00","2","3","170190010004","17","019","001000","4",1111,1111,5938.084,0.187097391957028,0.1870974,0.1870974,0,1111,558,553,1111,77,58,56,36,90,184,168,176,161,60,31,14,39,37.7,40.2,1111,957,105,9,12,0,5,23,1111,1084,941,101,7,12,0,2,21,27,16,4,2,0,0,3,2,515,270,213,57,13,44,245,202,43,1111,1111,815,270,213,270,21,7,1,7,26,296,202,43,51,0,0,0,546,515,357,158,546,515,31,31,6,11,14
"Block Group 5","Block Group 5, Census Tract 10, Champaign County, Illinois","838120","18780","150","00","2","3","170190010005","17","019","001000","5",1520,1520,4697.158,0.323599954903266,0.330851,0.3236,0.007250999,1520,702,818,1520,124,78,47,36,250,427,170,182,128,39,23,16,29.3,29.2,29.4,1520,838,438,2,182,0,14,46,1520,1468,803,437,2,182,0,2,42,52,35,1,0,0,0,12,4,762,306,152,154,20,134,456,378,78,1520,1404,862,306,152,304,25,14,11,17,33,542,378,78,86,116,116,0,802,762,97,665,802,762,40,40,31,5,4
"Block Group 1","Block Group 1, Census Tract 11, Champaign County, Illinois","1608109","0","150","00","2","3","170190011001","17","019","001100","1",1665,1665,2681.615,0.620894382522236,0.6208944,0.6208944,0,1665,793,872,1665,90,97,84,61,106,237,204,200,233,150,149,54,42.2,40.9,43.7,1665,1412,144,3,36,0,33,37,1665,1587,1376,143,1,34,0,2,31,78,36,1,2,2,0,31,6,763,457,384,73,23,50,306,250,56,1665,1665,1291,457,384,381,11,12,13,15,18,374,250,56,68,0,0,0,811,763,612,151,811,763,48,48,11,23,14
"Block Group 2","Block Group 2, Census Tract 11, Champaign County, Illinois","317485","0","150","00","2","3","170190011002","17","019","001100","2",675,675,5506.534,0.122581649026945,0.1225816,0.1225816,0,675,333,342,675,32,54,46,35,20,55,92,123,118,61,30,9,45.3,44.9,45.6,675,641,9,0,8,0,0,17,675,657,632,9,0,8,0,0,8,18,9,0,0,0,0,0,9,283,202,183,19,4,15,81,70,11,675,675,582,202,183,183,4,0,1,8,1,93,70,11,12,0,0,0,286,283,249,34,286,283,3,3,0,3,0
"Block Group 3","Block Group 3, Census Tract 11, Champaign County, Illinois","675326","0","150","00","2","3","170190011003","17","019","001100","3",1259,1259,4828.475,0.260744837427818,0.2607448,0.2607448,0,1259,611,648,1259,67,69,59,39,94,195,163,178,212,85,64,34,41.6,40.8,43,1259,1106,73,3,35,0,11,31,1259,1215,1081,71,2,35,0,0,26,44,25,2,1,0,0,11,5,588,331,270,61,20,41,257,185,72,1259,1259,925,331,270,277,9,4,12,4,18,334,185,72,77,0,0,0,608,588,439,149,608,588,20,20,6,12,2
"Block Group 1","Block Group 1, Census Tract 12.01, Champaign County, Illinois","523052","0","150","00","2","3","170190012011","17","019","001201","1",1124,1124,5565.692,0.201951514833273,0.2019515,0.2019515,0,1124,545,579,1124,84,95,88,41,147,258,154,102,75,40,30,10,28.6,28,29,1124,708,289,1,60,0,28,38,1124,1048,667,285,1,60,0,2,33,76,41,4,0,0,0,26,5,463,270,159,111,27,84,193,140,53,1124,1124,859,270,159,340,11,16,9,13,41,265,140,53,72,0,0,0,483,463,191,272,483,463,20,20,6,5,9
"Block Group 2","Block Group 2, Census Tract 12.01, Champaign County, Illinois","1278704","0","150","00","2","3","170190012012","17","019","001201","2",1341,1341,2716.167,0.4937103955694,0.4937104,0.4937104,0,1341,653,688,1341,118,109,109,71,116,242,160,163,160,67,20,6,30.9,30.2,32,1341,809,366,3,92,0,23,48,1341,1282,778,365,3,91,0,0,45,59,31,1,0,1,0,23,3,493,340,225,115,18,97,153,115,38,1341,1341,1148,340,225,459,39,13,7,27,38,193,115,38,40,0,0,0,512,493,374,119,512,493,19,19,5,8,6
"Block Group 3","Block Group 3, Census Tract 12.01, Champaign County, Illinois","736699","0","150","00","2","3","170190012013","17","019","001201","3",1100,1100,3867.233,0.284441086213527,0.2844411,0.2844411,0,1100,516,584,1100,81,69,81,55,133,188,134,127,120,49,48,15,31.5,29.9,33,1100,646,292,1,64,6,30,61,1100,1044,626,291,1,64,6,2,54,56,20,1,0,0,0,28,7,447,279,172,107,16,91,168,137,31,1100,1100,896,279,172,344,37,15,5,11,33,204,137,31,36,0,0,0,470,447,272,175,470,447,23,23,11,5,7
"Block Group 4","Block Group 4, Census Tract 12.01, Champaign County, Illinois","672738","0","150","00","2","3","170190012014","17","019","001201","4",1750,1750,6737.361,0.259745604998942,0.2597456,0.2597456,0,1750,821,929,1750,150,148,129,90,162,299,222,204,183,91,65,7,30.9,30.1,32,1750,1143,402,3,96,0,46,60,1750,1642,1101,396,3,95,0,3,44,108,42,6,0,1,0,43,16,649,462,290,172,45,127,187,143,44,1750,1750,1502,462,290,595,47,19,14,17,58,248,143,44,61,0,0,0,679,649,482,167,679,649,30,30,12,16,2
"Block Group 5","Block Group 5, Census Tract 12.01, Champaign County, Illinois","665130","0","150","00","2","3","170190012015","17","019","001201","5",1275,1275,4964.796,0.256808139651612,0.2568081,0.2568081,0,1275,590,685,1275,55,41,44,31,217,375,136,104,56,70,102,44,30.1,29.1,31,1275,820,186,5,211,0,14,39,1275,1235,795,183,5,210,0,3,39,40,25,3,0,1,0,11,0,759,241,149,92,22,70,518,418,100,1275,1275,647,241,149,197,4,19,5,15,17,628,418,100,110,0,0,0,811,759,73,686,811,759,52,52,47,4,1
"Block Group 1","Block Group 1, Census Tract 12.03, Champaign County, Illinois","530964","0","150","00","2","3","170190012031","17","019","001203","1",1044,1044,5092.525,0.2050063552418,0.2050064,0.2050064,0,1044,508,536,1044,65,60,83,43,69,156,135,134,132,75,63,29,38.1,36,39.6,1044,744,225,6,14,0,14,41,1044,995,720,219,6,14,0,1,35,49,24,6,0,0,0,13,6,392,252,167,85,23,62,140,110,30,1044,950,771,252,167,274,29,8,2,12,27,179,110,30,39,94,87,7,410,392,280,112,410,392,18,18,6,9,3
"Block Group 2","Block Group 2, Census Tract 12.03, Champaign County, Illinois","978977","0","150","00","2","3","170190012032","17","019","001203","2",2151,2151,5690.7,0.377985148965941,0.3779851,0.3779851,0,2151,1049,1102,2151,146,124,134,106,132,303,275,312,331,164,100,24,40.2,37.2,42.8,2151,1777,200,6,107,1,10,50,2151,2083,1726,196,6,107,1,0,47,68,51,4,0,0,0,10,3,875,623,516,107,28,79,252,215,37,2151,2151,1855,623,516,621,30,8,13,22,22,296,215,37,44,0,0,0,901,875,778,97,901,875,26,26,1,18,7
"Block Group 3","Block Group 3, Census Tract 12.03, Champaign County, Illinois","627607","0","150","00","2","3","170190012033","17","019","001203","3",654,654,2698.906,0.242320427739434,0.2423204,0.2423204,0,654,340,314,654,37,54,45,26,34,27,82,135,144,44,23,3,47,45.4,47.7,654,521,18,0,80,0,2,33,654,633,503,18,0,79,0,2,31,21,18,0,0,1,0,0,2,244,211,194,17,5,12,33,26,7,654,654,613,211,194,190,8,1,1,6,2,41,26,7,8,0,0,0,255,244,241,3,255,244,11,11,0,8,3
"Block Group 4","Block Group 4, Census Tract 12.03, Champaign County, Illinois","450134","0","150","00","2","3","170190012034","17","019","001203","4",743,743,4275.085,0.173797716437296,0.1737977,0.1737977,0,743,354,389,743,51,39,30,25,75,94,94,132,109,47,42,5,40.4,37.9,42.9,743,598,76,2,48,0,8,11,743,717,580,75,2,48,0,3,9,26,18,1,0,0,0,5,2,325,202,155,47,12,35,123,96,27,743,743,589,202,155,197,9,4,1,10,11,154,96,27,31,0,0,0,341,325,275,50,341,325,16,16,2,8,6
"Block Group 1","Block Group 1, Census Tract 12.04, Champaign County, Illinois","7607008","0","150","00","2","3","170190012041","17","019","001204","1",3622,3622,1233.197,2.9370823339722,2.937082,2.937082,0,3622,1791,1831,3622,210,311,304,164,231,302,519,674,568,244,83,12,41.3,41.3,41.3,3622,2639,245,8,619,0,23,88,3622,3541,2583,239,8,617,0,9,85,81,56,6,0,2,0,14,3,1290,1069,955,114,37,77,221,164,57,3622,3622,3338,1069,955,1209,9,16,26,28,26,284,164,57,63,0,0,0,1333,1290,1075,215,1333,1290,43,43,18,20,5
"Block Group 1","Block Group 1, Census Tract 12.05, Champaign County, Illinois","1334832","0","150","00","2","3","170190012051","17","019","001205","1",1748,1748,3391.662,0.515381538447282,0.5153815,0.5153815,0,1748,840,908,1748,114,88,105,71,125,363,224,256,244,81,48,29,35.3,34.2,36.4,1748,1338,138,6,193,0,12,61,1748,1706,1313,136,4,193,0,4,56,42,25,2,2,0,0,8,5,749,479,409,70,15,55,270,206,64,1748,1748,1406,479,409,452,13,15,10,13,15,342,206,64,72,0,0,0,790,749,508,241,790,749,41,41,16,23,2
"Block Group 2","Block Group 2, Census Tract 12.05, Champaign County, Illinois","20187646","528","150","00","2","3","170190012052","17","019","001205","2",621,621,79.67162,7.79449402854376,7.794698,7.794494,0.0002038619,621,313,308,621,38,26,49,25,99,158,84,56,53,25,7,1,28,27.7,28.6,621,489,29,4,75,0,10,14,621,578,460,29,0,75,0,0,14,43,29,0,4,0,0,10,0,284,145,114,31,7,24,139,93,46,621,621,431,145,114,143,3,6,2,9,9,190,93,46,51,0,0,0,297,284,101,183,297,284,13,13,6,2,5
"Block Group 3","Block Group 3, Census Tract 12.05, Champaign County, Illinois","2585369","13858","150","00","2","3","170190012053","17","019","001205","3",2668,2668,2672.767,0.998216594053718,1.003567,0.9982166,0.005350604,2668,1321,1347,2668,219,268,254,153,108,187,481,508,325,129,32,4,38.4,38.5,38.3,2668,1890,138,5,528,1,9,97,2668,2569,1815,138,3,527,1,4,81,99,75,0,2,1,0,5,16,849,772,730,42,10,32,77,66,11,2668,2668,2578,772,730,989,7,7,26,31,16,90,66,11,13,0,0,0,874,849,827,22,874,849,25,25,1,21,3
"Block Group 1","Block Group 1, Census Tract 12.06, Champaign County, Illinois","1267855","19959","150","00","2","3","170190012061","17","019","001206","1",1010,1010,2063.239,0.489521573072925,0.4972278,0.4895216,0.007706213,1010,497,513,1010,39,42,63,41,56,96,87,159,191,108,93,35,50.4,49.7,51.2,1010,889,36,0,57,0,10,18,1010,989,879,36,0,57,0,0,17,21,10,0,0,0,0,10,1,463,291,264,27,4,23,172,148,24,1010,1010,810,291,264,231,7,3,4,5,5,200,148,24,28,0,0,0,491,463,374,89,491,463,28,28,3,22,3
"Block Group 2","Block Group 2, Census Tract 12.06, Champaign County, Illinois","1244931","81721","150","00","2","3","170190012062","17","019","001206","2",821,821,1708.031,0.480670566813437,0.5122232,0.4806706,0.03155266,821,400,421,821,13,30,45,36,35,25,56,121,245,124,73,18,57,57.6,56.6,821,727,21,1,65,0,3,4,821,809,715,21,1,65,0,3,4,12,12,0,0,0,0,0,0,366,278,263,15,5,10,88,77,11,821,821,722,278,263,164,2,0,4,8,3,99,77,11,11,0,0,0,401,366,354,12,401,366,35,35,0,35,0
